"metadata_ESTCID","Freq","TotalLength"
"P002572","4","169230"
"T090432","2","1095015"
"T138709","7","1411984"
"N028296","2","1050198"
"T056446","2","1049516"
"T098739","2","329032"
"T109176","3","170726"
"T131953","2","95641"
"T129850","2","171036"
"T099478","4","118613"
"T131281","2","87626"
"T128309","2","43280"
"T103707","2","281433"
"N008422","3","65773"
"T173044","2","30175"
"T066318","2","19089"
"N019415","2","490905"
"N003703","22","85865"
"T122410","3","65820"
"T083498","5","30990"
"T005959","4","123846"
"T136425","3","485149"
"T085261","5","1073417"
"T078581","5","121962"
"N019018","6","66312"
"T155207","3","168548"
"T144565","6","42163"
"T097938","2","92006"
"T082997","2","7473"
"T004007","3","65833"
"T069568","22","42683"
"T058982","6","129096"
"T200931","3","274356"
"T147390","3","104313"
"T146035","12","67081"
"T082906","3","69368"
"P003413","6","264103"
"T078345","5","29539"
"T088345","2","21503"
"T063764","8","29356"
"T213497","5","266871"
"T115828","5","41955"
"N019013","4","66288"
"N006811","2","120845"
"T160877","7","86489"
"T106995","2","11940"
"N029780","4","117312"
"T136487","4","65732"
"T125821","3","25332"
"P003017","3","181447"
"N014368","4","85721"
"T101901","5","45397"
"N019006","16","85844"
"T121339","31","120738"
"T177414","7","90531"
"W002925","6","66213"
"N006261","2","67431"
"T011227","2","21631"
"T123963","24","42695"
"P006031","13","179832"
"T102199","6","18645"
"T180973","2","88250"
"N010613","5","12510"
"P006669","4","31977"
"T043551","2","8033"
"N014368","5","69288"
"T062612","3","67726"
"T066623","7","42659"
"T098546","7","121191"
"T097924","3","89401"
"T085468","2","66968"
"T193720","4","122203"
"T131947","7","94373"
"N004626","5","126304"
"N009453","2","38445"
"T101515","5","1051575"
"T113802","8","66373"
"T144147","4","174573"
"T153498","24","85989"
"N003562","2","82461"
"T154285","7","1144784"
"T026770","2","43083"
"N003564","2","36980"
"T111955","3","16452"
"T009972","4","47258"
"P005999","2","171820"
"T147035","2","1054010"
"T036569","17","93390"
"T135777","2","88426"
"T102206","3","84919"
"N028168","2","43464"
"T130263","2","66346"
"T056418","2","29256"
"T145593","2","71384"
"T180973","4","89056"
"T133960","2","286694"
"T099975","3","92987"
"T082477","2","124024"
"T030440","7","42256"
"T117623","4","73851"
"T108629","9","30549"
"N014289","3","41981"
"P006031","7","87899"
"N008301","2","21463"
"T096597","3","22393"
"N005401","14","66341"
"N021192","3","16657"
"N068545","5","85721"
"T123876","4","70855"
"T065554","2","5431"
"T136487","4","73254"
"T096963","4","79954"
"N003668","8","67612"
"T048987","2","23187"
"T097929","2","120144"
"T057206","2","29217"
"T108469","4","16464"
"T125828","3","43470"
"T136487","6","65905"
"T104144","5","29563"
"T178720","2","88843"
"T131072","3","22591"
"T133584","3","16974"
"T078326","4","16545"
"T084639","11","66329"
"T146092","2","71033"
"T119092","12","88647"
"N035381","2","67007"
"T144419","8","280250"
"T084928","8","47903"
"T010568","2","120702"
"N052538","5","171504"
"N012562","5","65934"
"T058982","5","116847"
"T070301","9","87830"
"T144725","3","175726"
"T221644","4","73219"
"N009957","5","79472"
"T174226","2","10652"
"T069156","6","67777"
"T146040","14","67704"
"T076095","8","10532"
"T101901","3","44728"
"T070301","11","88475"
"T131033","2","96906"
"T125095","2","47573"
"T044810","2","10549"
"T133961","2","66527"
"T147103","3","46052"
"T090649","3","10736"
"T112495","4","46410"
"N002827","2","68714"
"N036442","4","66105"
"N006260","11","76130"
"T146710","6","75076"
"T135301","3","42760"
"T058982","6","85996"
"N052538","2","121975"
"T038308","2","25987"
"T200934","4","277372"
"T128984","2","67504"
"N019006","12","65812"
"T076063","3","25332"
"T098265","3","16675"
"T102791","2","4184"
"T079283","2","172574"
"T086695","4","67454"
"W011720","3","129541"
"T130322","3","22591"
"T213479","4","171605"
"T119346","4","29413"
"T179403","2","18934"
"W027474","3","87998"
"N002827","2","95616"
"T117721","2","66020"
"N005404","33","66606"
"T093272","3","43688"
"T186642","2","10549"
"T063275","3","16424"
"T083618","2","65965"
"T168076","2","22417"
"T107769","2","67764"
