"metadata_ESTCID","Freq","TotalLength"
"T060974","3","94419"
"T131309","3","73546"
"T022987","3","439465"
"T064311","4","93379"
"T131953","2","95641"
"T099478","4","118613"
"T131962","3","94289"
"N069122","6","266949"
"T093953","2","104805"
"T098546","4","122353"
"N005403","21","42920"
"T060825","3","7744"
"T091602","2","42998"
"T129033","7","30360"
"N005092","5","280483"
"T078581","6","121962"
"T101913","3","85812"
"T137068","3","71333"
"N019018","7","66312"
"T188569","5","104306"
"T221165","3","268545"
"T097929","2","121325"
"T163898","11","67799"
"T178720","2","90306"
"T119490","2","29187"
"T091601","3","43806"
"T119887","6","65966"
"T131033","4","77768"
"N007987","4","121382"
"T030412","4","16559"
"T177583","11","22286"
"T129027","3","29423"
"T130758","2","58951"
"T082906","3","69368"
"T180973","3","88976"
"T058982","7","87359"
"T095977","3","17903"
"N019013","4","66288"
"T177669","15","43129"
"T133787","6","42427"
"N023377","7","22256"
"T063450","3","93613"
"T149360","3","86652"
"N014368","4","85721"
"T079283","6","120881"
"T097938","2","90569"
"T100690","2","21626"
"T177414","6","90531"
"T116155","2","23038"
"T190313","2","11069"
"N034246","5","66903"
"N015725","2","86691"
"T118423","3","68218"
"P006031","11","179832"
"P006669","4","31977"
"T132537","2","5884"
"N014368","6","69288"
"T098546","7","121191"
"T138955","3","73547"
"T069294","2","78290"
"W036929","6","66708"
"T073050","3","117905"
"T130668","2","86122"
"P002572","5","170648"
"N024207","2","95576"
"T154285","3","1144784"
"T099893","3","42047"
"P002572","2","119419"
"T111955","5","16452"
"T131954","4","98984"
"T117849","2","69813"
"N016941","8","285051"
"T119363","4","117701"
"T075125","6","139289"
"N020132","3","197852"
"T100969","10","117649"
"T036569","17","93390"
"T061240","2","90529"
"T129173","13","43142"
"N012562","10","65944"
"T056190","3","10549"
"T147682","2","47488"
"T097924","5","121454"
"T074579","3","68188"
"T069152","2","2784"
"T180973","4","89056"
"P006696","4","42096"
"P002927","2","116628"
"T137422","3","91835"
"T135976","8","302136"
"T117267","2","44556"
"T116429","5","20942"
"T091600","2","17999"
"P006031","7","87899"
"N018930","4","23516"
"T097928","5","121346"
"T177839","16","43129"
"N005401","14","66341"
"N068545","4","85721"
"T146564","4","119967"
"T048987","2","23187"
"T136487","7","65905"
"N068545","3","88429"
"T153470","5","17735"
"T188569","3","92783"
"T100745","3","22339"
"T084639","11","66329"
"P002031","4","511723"
"T091600","4","47330"
"T119092","10","88647"
"N035381","3","67007"
"N014289","3","41991"
"T185989","3","65739"
"T084928","8","47903"
"T225696","19","66835"
"T150007","3","23923"
"T069569","12","66288"
"T143714","7","42247"
"T136736","2","172693"
"N052538","5","171504"
"T137823","3","45625"
"T100894","3","29729"
"T110575","2","30066"
"N012562","8","65934"
"N012562","10","73220"
"T135435","5","87137"
"N033438","3","66079"
"T048747","4","42463"
"N069259","3","265303"
"T170201","5","66488"
"N005401","21","42784"
"T137827","3","45625"
"T137068","7","85995"
"T070301","11","88475"
"T123424","5","87830"
"T125095","2","47573"
"N020960","2","171589"
"T115828","4","31249"
"N012562","11","65950"
"T097923","5","90448"
"N006260","11","76130"
"N036818","2","7430"
"T177414","2","90475"
"N052538","2","121975"
"T062912","3","10693"
"T200934","4","277372"
"T147412","2","69751"
"P002248","11","342607"
"T132173","2","169765"
"N050178","2","137596"
"P002771","3","42092"
"T086695","5","67454"
"N019016","6","66288"
"T143469","2","119509"
"T122410","5","65964"
"T098534","2","66391"
"T114054","4","69235"
"T175930","2","89021"
"N005404","33","66606"
"T098546","2","92987"
"T123963","11","66312"
"T099975","7","121191"
"T131263","3","30595"
"N019013","6","66276"
"T005515","2","90598"
"T124301","12","66312"
"T175930","2","90415"
"T090449","3","43776"
"T084639","24","42736"
"T231044","2","29211"
"T185989","6","65832"
"T138954","4","73943"
"T069569","25","42695"
"N010148","7","118037"
"N005403","12","66513"
"N046544","2","5482"
"T132538","2","5884"
"T221644","6","85918"
"T088372","4","70546"
"T138966","5","168970"
"T036567","28","95393"
"T061250","5","43743"
"T061250","4","46528"
"T089491","6","42779"
"T059483","3","86800"
"T088889","4","42963"
"N022052","17","122193"
"T136148","5","371164"
"T119696","3","65898"
"T052793","4","64093"
"T082618","8","46118"
"T089489","16","43492"
"T110491","12","67327"
"N017802","4","71721"
"T096156","3","10572"
"T091603","3","42998"
"T076068","5","65991"
"N008369","2","29875"
"T074577","2","68169"
"T138965","9","262264"
"T132084","6","66741"
"T160065","5","133175"
"T100351","13","66146"
"T119332","5","65592"
"T129056","2","10825"
"T121703","7","262909"
"T084077","3","68188"
"T148773","5","22495"
"T143317","5","117961"
"T014806","3","29310"
"T043939","4","22445"
"T099054","3","43015"
"T119085","5","85681"
"T119318","7","21479"
"T154466","2","262421"
"T108068","7","85811"
"T114125","5","72251"
"T133334","8","797961"
"T048432","2","86666"
"T138430","12","534141"
"T066146","2","170250"
"T121199","6","29540"
"T117942","4","42461"
"T063307","7","69183"
"N015718","12","86414"
"T133607","10","263299"
"T082619","7","42183"
"T110866","2","66678"
"T138998","2","176410"
"T095404","4","262641"
"T091202","2","173897"
"T075668","13","85781"
"N021986","4","117630"
"T083947","27","66995"
"T132695","2","42190"
"T120763","2","17457"
"T138170","2","70009"
"T098191","2","117640"
"T137655","6","69774"
"T124554","6","471988"
"T102390","5","29318"
"T102251","3","168977"
"T089924","11","43468"
"T142387","3","23805"
"T113332","2","21751"
"T114000","4","86446"
"T116649","2","262596"
"T089448","8","42051"
"T072057","5","72995"
"T088894","3","42939"
"T083829","10","36725"
"T048748","6","42254"
"T121147","2","173064"
"T088340","17","70985"
"T125077","3","29834"
"T098541","5","118422"
"T073276","6","67784"
"T178720","2","90499"
"T089821","27","67929"
"T135037","4","73702"
"N019016","5","66276"
"T146076","2","22399"
"T099975","5","122353"
"T126075","2","43279"
"N025222","4","66600"
"N002596","6","69510"
"T134131","8","172115"
"T108611","2","44670"
"T089927","13","42566"
"T182302","2","5389"
"T086695","7","69641"
"N035479","3","1407616"
"T124301","24","43926"
"T178720","4","90767"
"N019018","5","66316"
"T092854","2","66980"
"T155771","7","42444"
"T083934","3","66690"
"T135434","2","87275"
"T165249","3","29846"
"T155772","5","66964"
"T188569","4","96959"
"N003684","4","21626"
"T170201","4","66512"
"T111443","4","42889"
"T070299","4","42836"
"T088372","2","67070"
"T091128","9","11307"
"N068545","8","88408"
"T097926","5","125539"
"T002102","2","17508"
"T136683","3","66985"
"T210609","4","270490"
"T120849","2","87949"
"T129397","27","66600"
"T086355","4","42399"
"T078053","3","10568"
"T090449","2","31552"
"P006696","4","29250"
"T091601","2","18494"
"T085447","2","35240"
"T165249","3","43344"
"N003684","5","21576"
"N016933","4","66652"
"N063036","5","266871"
"T144901","3","43776"
"T129033","5","22654"
"T121340","2","74138"
"P003417","6","85661"
"N018552","3","10731"
"N018940","3","14430"
"T069568","12","66288"
"T178720","2","89039"
"T175352","2","90442"
"T147414","3","264939"
"T039593","2","43940"
"T221585","6","68711"
"T098570","6","117346"
"T116934","2","22982"
"T113917","3","42992"
"T075026","6","117824"
"T117649","2","87829"
"N002598","5","17559"
"T048431","2","82072"
"T072056","6","48617"
"T057372","2","67547"
"N018938","5","22604"
"T088108","10","466151"
"N000969","2","72606"
"T138966","9","169766"
"N015718","7","89222"
"T091603","5","65584"
"T089037","8","108148"
"T220637","3","29322"
"T073540","4","45286"
"T102228","4","65659"
"T120125","3","72610"
"N021953","6","90157"
"T147176","15","500707"
"T139618","3","16452"
"T089805","5","66191"
"T101770","10","42626"
"T065970","3","44478"
"T113765","4","68107"
"T110200","4","65610"
"N023417","3","29318"
"W031339","3","68915"
"T055361","5","117596"
"T136377","2","87943"
"T130858","11","45596"
"T154466","5","342505"
"T110014","9","284022"
"N008723","2","67426"
"T138965","2","167890"
"T012217","5","71634"
"T120783","6","65683"
"T014799","3","16596"
"T147176","5","548206"
"T138965","9","167862"
"T027645","3","107713"
"N022052","13","91023"
"T138159","4","85825"
"T088892","5","43625"
"T133336","8","711862"
"T068979","5","197278"
"T079455","6","66741"
"T068986","7","381183"
"T137332","13","517792"
"N014663","3","24566"
"T185971","2","42026"
"N031902","7","85751"
"T131579","7","1093564"
"T099657","6","42130"
"T036568","10","91295"
"T089805","3","66191"
"T142246","2","72665"
"N021954","7","90270"
"T081623","3","65602"
"T073275","6","67713"
"T079452","4","69510"
"T063775","6","42139"
"T107462","5","65895"
"T059544","2","67640"
"N066478","5","68391"
"N013970","2","67906"
"T131961","2","95231"
"N024208","5","94289"
"N024208","2","92943"
"T125688","2","179567"
"T107871","2","66318"
"T087978","4","1070257"
"T061249","5","53917"
"T138966","3","169766"
"T091352","7","118770"
"T110453","6","1069306"
"T121465","2","169185"
"T102228","2","42047"
"T095180","5","71780"
"T109887","3","42438"
"T164326","8","67368"
"T225835","36","727244"
"N002595","3","22558"
"T060988","2","11129"
"N010868","2","1502635"
"N029037","3","116802"
"T097978","3","90385"
"T128600","2","67902"
"T064195","2","16960"
"T143097","14","1369766"
"T005506","3","72367"
"T214053","4","262911"
