"metadata_ESTCID","Freq","TotalLength"
"T138709","10","1411984"
"T012225","3","7330"
"T118975","4","34821"
"T114528","2","97449"
"N002197","5","209592"
"N028296","5","1050198"
"W002471","4","125346"
"T092165","3","17467"
"T056446","13","1049516"
"P002572","3","262827"
"T101343","3","71550"
"T121416","2","66626"
"T051628","5","68005"
"T116056","2","4529"
"T111682","2","86272"
"T147006","7","120655"
"T112220","3","7342"
"N021671","2","31897"
"T112695","3","263575"
"T113142","5","191085"
"T064311","6","93379"
"T073254","4","10017"
"T110923","6","466823"
"T099478","4","118613"
"N008929","5","207460"
"T116394","7","209607"
"T072770","4","88907"
"T070583","2","22227"
"T131597","8","68203"
"N008422","7","65773"
"T113891","2","66475"
"T173044","2","30175"
"T146926","3","42286"
"N003684","4","21626"
"P002719","7","262257"
"T136238","5","1377131"
"N069122","6","266949"
"W026110","3","143854"
"T119137","8","16568"
"T119887","8","66066"
"T109819","4","68755"
"T119670","2","42345"
"T098546","3","122353"
"N003703","40","85865"
"T122410","4","65820"
"T083498","5","30990"
"T146566","3","88644"
"T137131","9","76118"
"N005403","21","42920"
"T136233","5","1377050"
"T117451","23","88933"
"N018727","2","23777"
"T119670","12","42007"
"T058640","4","44183"
"T149856","6","43381"
"T027512","2","10999"
"T105640","2","66675"
"N019018","9","66235"
"N003704","59","169384"
"N039731","2","16639"
"T123917","3","88456"
"T213495","4","267221"
"T129033","9","30360"
"N005092","6","280483"
"T078581","6","121962"
"T111630","6","28213"
"T177414","3","88843"
"T107053","8","174413"
"N068871","6","332108"
"T065483","3","71402"
"T025308","2","16705"
"T135239","2","1040"
"T089985","2","43101"
"T038790","6","17059"
"T069671","3","82689"
"N053031","6","17101"
"T137068","5","71333"
"N019018","10","66312"
"T155207","4","168548"
"T146519","2","67509"
"T067329","5","65996"
"T037865","3","10704"
"P002028","4","511745"
"T146819","19","124266"
"T188569","5","104306"
"T175930","5","121421"
"T097929","8","121325"
"N003705","38","85938"
"T101314","4","43680"
"T097938","4","92006"
"T089449","4","133948"
"P003413","8","343638"
"T125065","3","16596"
"N006260","6","42027"
"T086999","2","30685"
"T092418","4","73724"
"T130678","3","44442"
"T069568","23","42683"
"T119887","8","65966"
"N026163","17","42353"
"T175930","7","88822"
"N018907","3","42110"
"N018608","5","14738"
"N008950","5","58668"
"T200931","3","274356"
"N007987","9","121382"
"T133708","5","44012"
"T030412","5","16559"
"N042986","2","71542"
"T032264","2","16506"
"T130758","4","66151"
"T155101","4","127162"
"T169327","2","16824"
"T110944","2","17491"
"T082906","3","69368"
"T002895","4","94116"
"T058982","12","85937"
"P002032","4","41100"
"P003413","7","264103"
"T078345","11","29539"
"T180973","5","88976"
"P002032","3","61655"
"N019006","16","87905"
"T058982","8","87359"
