"metadata_ESTCID","Freq","TotalLength"
"T090432","3","1095015"
"T138709","16","1411984"
"T138024","3","31666"
"N019842","7","21930"
"T060974","5","94419"
"T090624","2","47211"
"W002471","2","125346"
"T092165","3","17467"
"T057081","4","29512"
"T025362","2","121816"
"T022987","4","439465"
"T111682","4","86272"
"T028064","2","20501"
"T147006","10","120655"
"T072780","2","63213"
"T064311","5","93379"
"T131953","3","95641"
"T131597","3","42027"
"T131962","5","94289"
"T103707","2","281433"
"T165018","3","32023"
"T131597","11","68203"
"T122825","6","180449"
"T055929","3","109618"
"T149856","7","30333"
"T146926","4","42286"
"P002719","5","262257"
"T136238","5","1377131"
"N069122","7","266949"
"T213496","8","266082"
"T046583","2","65856"
"N019415","3","490905"
"T164247","2","67020"
"T120780","2","16718"
"T119489","6","36465"
"T119137","9","16568"
"T119887","9","66066"
"T119670","2","42345"
"T098546","6","122353"
"T074071","3","68828"
"T122410","3","65820"
"T083498","6","30990"
"T137131","9","76118"
"N005403","26","42920"
"T136233","5","1377050"
"T060825","3","7744"
"T146035","6","67841"
"T111260","4","29622"
"T117451","9","88933"
"T091602","5","42998"
"T046581","2","65905"
"T038577","10","42941"
"T136426","4","503166"
"T058640","5","44183"
"T044151","2","70791"
"T149856","6","43381"
"T046584","2","65856"
"T136425","2","485149"
"T131033","2","82554"
"T031200","3","11232"
"N019018","14","66235"
"T010641","2","13030"
"N003704","22","169384"
"P000142","3","266352"
"T085261","12","1073417"
"T123917","3","88456"
"T213495","7","267221"
"T129033","13","30360"
"N005092","6","280483"
"T090087","2","7368"
"T078581","6","121962"
"T111630","6","28213"
"T177414","4","88843"
"T101913","6","85812"
"T068455","4","29894"
"T135239","2","1040"
"T089985","3","43101"
"T137068","3","71333"
"T007171","3","21577"
"N019018","13","66312"
"T146519","2","67509"
"T067329","4","65996"
"T100408","9","43824"
"N016687","2","48259"
"P002032","2","40789"
"T118422","2","45767"
"P002028","4","511745"
"T188569","6","104306"
"T175930","3","121421"
"T084428","2","31347"
"W004819","2","19332"
"T097929","6","121325"
"T066620","2","42679"
"T041374","3","17495"
"T144565","2","42679"
"T178720","8","90306"
"T097938","2","92006"
"T035481","5","34649"
"T119490","4","29187"
"N026286","6","16431"
"P003413","8","343638"
"T091601","5","43806"
"T108615","2","30878"
"T057526","3","24195"
"T069568","27","42683"
"T119887","7","65966"
"N026163","16","42353"
"T175930","12","88822"
"T162631","3","117431"
"T138374","7","66031"
"T058982","7","129096"
"T131033","5","77768"
"T138192","2","66738"
"N008950","3","58668"
"T200931","7","274356"
"N007987","7","121382"
"T074070","2","46159"
"T030412","5","16559"
"T177583","14","22286"
"T146035","14","67081"
"N042986","2","71542"
"T074070","2","42165"
"T136428","3","484926"
"N050173","7","268436"
"T155101","2","127162"
"T129027","3","29423"
"T138372","5","66055"
"T082906","4","69368"
"T117629","2","22180"
"T058982","13","85937"
"P003413","6","264103"
"N014664","2","24566"
"T090779","3","18615"
"T078345","8","29539"
"T180973","6","88976"
"T144643","6","43609"
"N019006","3","87905"
"N020982","3","66309"
"T058982","8","87359"
"T064836","2","5377"
"T076062","4","32327"
"N019268","2","22817"
"T153630","2","42978"
"T180973","7","89039"
"T063764","8","29356"
"T213497","5","266871"
"T115828","7","41955"
"T083753","2","101925"
"N019013","6","66288"
"T177669","17","43129"
"N050177","8","120729"
"N006811","4","120845"
"T133787","8","42427"
"T160877","7","86489"
"N023377","11","22256"
"T161023","5","116675"
"T063450","7","93613"
"N029780","8","117312"
"T116504","4","66275"
"T136487","7","65732"
"T125821","3","25332"
"P002719","10","262257"
"T072099","10","67988"
"P003017","3","181447"
"N014368","5","85721"
"T110125","2","29810"
"T161022","4","116690"
"N003382","2","22342"
"T135467","2","176059"
"T101901","6","45397"
"T097938","5","90569"
"T122410","9","65976"
"T121339","30","120738"
"T001075","2","24392"
"P002287","3","69607"
"T118311","2","47198"
"T153060","3","92229"
"T182182","4","21862"
"T177414","6","90531"
"N011096","5","31958"
"N013855","2","16704"
"T046579","2","65856"
"N029780","8","116921"
"T173761","3","94904"
"W002925","12","66213"
"T125039","2","20917"
"N005403","6","66579"
"T071470","2","4300"
"N006261","3","67431"
"P002719","5","266379"
"T116155","2","23038"
"T190313","3","11069"
"N034459","10","29315"
"N015725","2","86691"
"T060637","3","65677"
"T111010","7","65572"
"T118423","3","68218"
"T123963","32","42695"
"P006031","12","179832"
"T132173","2","170224"
"T180973","4","88250"
"T224411","2","21512"
"T133958","5","191598"
"N014368","7","69288"
"T125368","3","32014"
"T098546","14","121191"
"T185989","10","73243"
"T097924","5","89401"
"T031198","5","11233"
"T193720","4","122203"
"W029495","2","47604"
"T131947","7","94373"
"N040759","2","281403"
"N004626","6","126304"
"N009453","2","38445"
"N026932","3","90580"
"T128583","2","21540"
"T101515","10","1051575"
"T111519","4","46542"
"T069294","2","78290"
"W036929","9","66708"
"T130668","4","86122"
"T110636","18","67832"
"T117849","4","82066"
"P002572","7","170648"
"T128583","3","22835"
"N024207","3","95576"
"T154285","5","1144784"
"T189367","3","68529"
"N012773","2","121745"
"T131949","2","86453"
"T131954","8","98984"
"P005999","2","171820"
"T117849","11","69813"
"T147035","3","1054010"
"T119505","7","86246"
"T073405","6","71016"
"T039160","2","65617"
"P002925","3","66482"
"N016941","8","285051"
"T038511","2","42166"
"T200747","12","116695"
"T082168","9","66165"
"T109334","8","43438"
"T119363","6","117701"
"T141023","4","67006"
"T088910","2","121667"
"T098191","3","117295"
"T135919","2","88925"
"T075125","8","139289"
"T127398","2","47652"
"T119122","10","66172"
"T111233","9","22916"
"T072791","6","117362"
"T063309","8","66318"
"T136380","3","87174"
"T036569","18","93390"
"T150578","4","73595"
"T137892","7","71665"
"T086545","2","29320"
"T130734","2","44805"
"T060974","4","95318"
"T098245","4","129523"
"N028168","2","43464"
"P002572","3","266565"
"N019504","2","4822"
"T112978","8","31541"
"T130263","2","66346"
"T129173","14","43142"
"P002028","10","511753"
"N004117","5","21399"
"T144962","2","30645"
"T110018","3","11160"
"N061090","11","73596"
"N012562","16","65944"
"T178720","3","89021"
"T088895","2","23619"
"T122783","2","94331"
"N013039","6","42448"
"T097924","8","121454"
"N021264","3","71155"
"T122779","2","70869"
"T074579","3","68188"
"T069876","3","66595"
"T180973","5","89056"
"P006696","5","42096"
"T165249","4","43031"
"T149360","6","89309"
"N014258","4","22943"
"T075064","2","16525"
"T153168","6","22787"
"T133960","4","286694"
"P002927","2","116628"
"N000660","2","65856"
"T099975","6","92987"
"T106750","4","19104"
"T082477","3","124024"
"T060748","5","183097"
"T066624","2","42679"
"N006481","4","90300"
"T117623","4","73851"
"T130837","4","66176"
"T143333","3","137014"
"T135976","9","302136"
"T117548","4","71944"
"T108629","9","30549"
"T223993","3","11243"
"T131524","13","66888"
"N014289","5","41981"
"T116429","4","20942"
"T091600","2","17999"
"P006031","10","87899"
"N018930","2","23516"
"N008301","2","21463"
"T096597","2","22393"
"T080462","8","90829"
"T011027","6","91311"
"T097928","8","121346"
"T045411","3","22397"
"T177839","18","43129"
"N048331","2","65856"
"N005401","21","66341"
"T173044","7","42826"
"N068545","5","85721"
"T213481","5","268436"
"N050172","8","266281"
"T138373","4","66031"
"N045850","8","70313"
"T146564","4","119967"
"T123876","4","70855"
"T135433","4","118019"
"T170201","13","66554"
"T136487","10","73254"
"T096963","4","79954"
"T137642","2","70390"
"T046580","2","65856"
"T046585","2","65856"
"N030768","3","17502"
"N051934","5","267928"
"T032280","3","19111"
"N003668","10","67612"
"T058982","12","117027"
"N009326","6","10906"
"T119887","6","68411"
"T048987","11","23187"
"T213350","4","90885"
"T097929","6","120144"
"T082477","4","138608"
"P002032","4","56591"
"T108469","4","16464"
"P002032","4","58653"
"N020491","2","10590"
"T046578","2","65856"
"T065764","2","9284"
"T123917","9","90648"
"N009958","3","80449"
"T067233","3","69383"
"T138245","2","183132"
"T136487","7","65905"
"N068545","7","88429"
"T104144","6","29563"
"T178720","2","88843"
"T129397","10","66600"
"T178720","8","89234"
"T114759","4","23191"
"T213499","4","274168"
"T133584","3","16974"
"T078326","10","16545"
"T108299","4","92611"
"T188569","5","92783"
"T150081","3","22991"
"T091664","6","186082"
"T100745","3","22339"
"T083965","4","117441"
"T084639","19","66329"
"T146092","2","71033"
"T154644","11","66724"
"T101297","7","67725"
"N003705","4","98824"
"P002031","4","511723"
"T082477","5","179059"
"T091600","6","47330"
"N018523","8","30739"
"T011016","8","98131"
"T119092","12","88647"
"N041763","2","21492"
"T001666","3","5589"
"N035381","6","67007"
"T068708","2","17503"
"T144419","8","280250"
"N014289","4","41991"
"T185989","4","65739"
"T084928","17","47903"
"T180973","7","68391"
"T088373","2","43083"
"T225696","22","66835"
"T069569","20","66288"
"T143714","8","42247"
"T136736","2","172693"
"T000819","3","4420"
"N052538","11","171504"
"T100894","3","29729"
"T136382","6","129302"
"N050174","4","122702"
"T113111","10","43956"
"T011022","4","98119"
"N012562","11","65934"
"N012562","14","73220"
"T035155","2","16727"
"W021979","3","44640"
"T135435","8","87137"
"T070301","8","87830"
"T074467","2","118888"
"N033438","5","66079"
"N016053","2","17767"
"T048747","6","42463"
"T145651","2","22347"
"T221644","11","73219"
"T181137","5","67152"
"N069259","3","265303"
"T170201","7","66488"
"T073413","3","68328"
"N009957","5","79472"
"N005401","24","42784"
"T147304","8","83941"
"T020401","2","17965"
"T069156","7","67777"
"T146040","16","67704"
"T101901","3","44728"
"T137068","9","85995"
"T070301","12","88475"
"T224563","3","7361"
"T131033","2","96906"
"T123424","5","87830"
"T125875","3","19095"
"T011018","6","98155"
"T125095","5","47573"
"T125308","2","22163"
"N000696","2","4684"
"T133961","3","66527"
"T213493","5","267634"
"T115387","2","7547"
"T147890","9","88506"
"N034123","13","29782"
"N008950","4","67405"
"T115828","5","31249"
"T136232","4","1398971"
"N012562","22","65950"
"T097923","8","90448"
"T175352","4","90775"
"T106170","2","61769"
"N002827","2","68714"
"T044906","3","22915"
"N034139","2","70552"
"T117548","7","66398"
"T040768","6","70574"
"T059646","2","16538"
"T038484","2","48498"
"N006260","12","76130"
"N005401","6","66288"
"T146710","6","75076"
"N003703","20","65791"
"T062175","4","11549"
"T145753","4","86118"
"T135301","5","42760"
"N036818","2","7430"
"T116459","21","118339"
"T177414","5","90475"
"T088373","3","37200"
"T058982","6","85996"
"T175880","3","168667"
"T183802","2","30034"
"T049281","2","11150"
"T132173","2","169031"
"T114402","4","18337"
"T001238","3","19095"
"T098413","2","43096"
"N010042","3","10568"
"T173291","3","124263"
"T115241","3","19126"
"T011019","7","98131"
"N052538","2","121975"
"N013039","6","42448"
"W032058","2","68582"
"T062912","4","10693"
"T213508","8","266269"
"T066620","10","65804"
"T200934","5","277372"
"T082477","3","171903"
"T143434","3","66566"
"T139824","8","43196"
"T128984","3","67504"
"T147412","6","69751"
"T135737","3","131978"
"N019006","2","82341"
"T078347","6","29888"
"T117817","8","120692"
"P002248","23","342607"
"N003703","7","67299"
"T074466","3","119244"
"T132173","3","169765"
"T076063","3","25332"
"T119346","3","29509"
"N024998","2","5882"
"W010121","3","29738"
"T146926","5","29210"
"T208371","3","263852"
"T154413","3","8259"
"T176314","10","70443"
"N050178","3","137596"
"T138375","7","66019"
"T086695","13","67454"
"T093671","3","66788"
"W011720","5","129541"
"N019016","11","66288"
"T127794","4","44543"
"T084639","5","66419"
"T143469","3","119509"
"P002715","6","116764"
"T213002","4","90977"
"T011107","3","47796"
"T136232","4","1377038"
"N035342","4","186007"
"T098534","2","66391"
"T114054","5","69235"
"T122566","3","22160"
"T038786","2","16725"
"T175930","5","89021"
"T011028","8","105401"
"T106146","4","89374"
"W027474","7","87998"
"T155531","3","15878"
"T063765","9","29959"
"T049282","2","11202"
"T117721","2","66020"
"N005404","39","66606"
"T138372","5","66055"
"T137131","4","67410"
"T098546","6","92987"
"T118926","3","42077"
"T055415","7","45400"
"T123963","19","66312"
"T098569","2","87689"
"T175930","4","88822"
"T099975","14","121191"
"T131263","9","30595"
"T055926","9","42438"
"T103405","3","11622"
"N000090","2","67937"
"T136159","2","60943"
"T121078","3","5489"
"N003684","6","21595"
"N019013","12","66276"
"T069568","6","66350"
"T005515","2","90598"
"T066330","3","16912"
"T124301","20","66312"
"T168076","2","22417"
"T089927","13","43167"
"T063894","3","17152"
"P006290","3","203300"
"N019013","16","66219"
"T115096","2","176507"
"P002031","19","370099"
"T119092","7","86986"
"T227472","4","46232"
"T175930","5","90415"
"N034123","11","29813"
"T048412","4","20698"
"T038775","3","16471"
"N003703","3","98739"
"T180973","13","88042"
"T177669","17","42795"
"T127189","2","16226"
"N011171","21","66929"
"T084639","29","42736"
"N011171","17","69744"
"T106386","2","17757"
"T177414","4","89051"
"T145647","4","186007"
"T046575","2","65856"
"T090071","4","17376"
"T231044","4","29211"
"N030338","3","10598"
"T168210","12","67936"
"N071657","3","24573"
"T142020","2","22417"
"T099975","3","120678"
"T109198","6","8020"
"T185989","8","65832"
"T063450","8","86608"
"N019196","2","44794"
"T069569","30","42695"
"T063346","3","42427"
"N010148","6","118037"
"N005403","18","66513"
"N009008","7","92914"
"W020679","9","29338"
"N003668","7","68987"
"T182182","5","29707"
"T011111","3","42678"
"T221644","8","85918"
"T086176","5","42506"
"T088372","4","70546"
"T110838","2","42695"
"T138966","9","168970"
"T141022","4","66422"
"T106560","8","1070562"
"T036567","28","95393"
"T079078","3","1137077"
"T061250","3","46528"
"T147766","2","21473"
"T139263","19","1054184"
"T130419","3","74091"
"N029565","14","265308"
"T095856","11","42862"
"T078081","26","266210"
"N003668","9","67596"
"T175667","7","278945"
"T089491","8","42779"
"T059483","3","86800"
"T080890","19","168496"
"N017775","2","263651"
"T079287","4","387405"
"T113545","3","42691"
"T102936","19","66309"
"N021925","30","66823"
"T116646","2","16841"
"T122510","3","93864"
"T079698","6","68771"
"T103540","6","73757"
"T145932","3","68223"
"T082472","3","122840"
"T101902","8","88301"
"T116369","8","126937"
"T131972","5","119977"
"T088889","4","42963"
"T211383","7","88511"
"N022052","34","122193"
"T138915","10","87441"
"T048833","2","349905"
"T136148","5","371164"
"T118941","3","10569"
"T076205","11","66333"
"T082463","4","43617"
"T063094","3","123883"
"T119696","4","65898"
"T052793","4","64093"
"T129337","20","86300"
"T058975","10","117003"
"T130934","6","42312"
"T113394","5","473630"
"T089489","18","43492"
"T051484","3","72449"
"N021954","3","68927"
"T140524","12","120480"
