"metadata_ESTCID","Freq","TotalLength"
"T138709","7","1411984"
"P002572","3","262827"
"T057081","2","29512"
"T110923","6","466823"
"T146926","8","42286"
"P002719","7","262257"
"T066318","3","19089"
"T130902","3","132545"
"T119887","8","66066"
"T134850","4","67477"
"T098546","3","122353"
"N003703","25","85865"
"T058640","3","44183"
"T165877","3","1118561"
"T010641","2","13030"
"N003704","31","169384"
"T085261","5","1073417"
"N005092","5","280483"
"T193319","2","4264"
"T111630","5","28213"
"N068871","2","332108"
"N005947","2","10732"
"T221165","3","268545"
"T147415","9","171940"
"N003705","22","85938"
"T138192","5","66738"
"N008950","3","58668"
"T200931","4","274356"
"T030412","4","16559"
"T177583","12","22286"
"N050173","22","268436"
"T145496","4","171640"
"P003413","7","264103"
"N019006","6","87905"
"T108584","3","69155"
"T124516","4","89851"
"N050177","5","120729"
"N006811","3","120845"
"T133787","6","42427"
"P002719","8","262257"
"T101901","5","45397"
"T063191","2","44143"
"T127310","2","5492"
"N019006","19","85844"
"N037541","8","21807"
"T153060","4","92229"
"N011096","5","31958"
"N005403","2","66579"
"N035342","3","345511"
"T154545","2","237735"
"P006031","13","179832"
"N016052","4","186234"
"T132537","2","5884"
"T133958","13","191598"
"T066036","4","74475"
"T136095","2","27637"
"T080193","3","123769"
"T114346","7","178478"
"T110636","18","67832"
"T118234","2","17076"
"T009972","7","47258"
"T073405","2","71016"
"T147252","3","172883"
"P002656","2","27916"
"N016941","7","285051"
"T100969","38","117649"
"T097133","6","65702"
"T145260","5","86231"
"T177160","4","88540"
"P002572","5","266565"
"T004499","3","22119"
"T144855","4","192929"
"P002032","4","37357"
"N016626","2","31466"
"T133958","37","265247"
"T153168","46","22787"
"T133960","27","286694"
"T099975","3","92987"
"T131524","8","66888"
"T173044","6","42826"
"T213481","17","268436"
"T126968","7","7345"
"T146564","4","119967"
"T178984","3","169356"
"T137642","2","70390"
"T110673","2","291923"
"T032280","2","19111"
"T108469","16","16464"
"P002032","4","58653"
"T050818","2","29250"
"T001088","2","7364"
"T130681","3","117209"
"T084639","11","66329"
"N003705","34","98824"
"T091600","4","47330"
"T090531","4","71116"
"T144203","5","89166"
"T056601","5","123238"
"N052538","6","171504"
"T130389","4","42419"
"T011022","4","98119"
"T058102","3","69830"
"T145645","3","88501"
"T088372","8","67028"
"T002314","5","70227"
"T172981","2","1328"
"T069156","5","67777"
"N068873","3","281246"
"T130902","5","148848"
"T125875","2","19095"
"N026163","3","43473"
"T213493","4","267634"
"P002031","2","370272"
"N008950","4","67405"
"T036521","3","11618"
"T083247","2","78876"
"T090649","2","10736"
"N005401","3","66288"
"N003705","17","87410"
"N003703","26","65791"
"T116459","14","118339"
"T084976","7","31345"
"P002032","2","57360"
"N002201","3","15952"
"T088257","4","16891"
"T147415","4","116740"
"T001238","2","19095"
"T173291","3","124263"
"T115241","2","19126"
"T011019","8","98131"
"T145210","8","262234"
"T038308","2","25987"
"T200934","7","277372"
"N019006","12","65812"
"N019006","18","82341"
"N003703","16","67299"
"T146926","5","29210"
"T084639","4","66419"
"W020603","2","89830"
"T063190","2","44075"
"T022279","2","16449"
"T061563","6","71116"
"T122566","5","22160"
"N002827","2","95616"
"N005404","32","66606"
"T098546","2","92987"
"T055415","4","45400"
"T085255","15","42725"
"T138192","7","65831"
"N019013","5","66276"
"T069568","3","66350"
"T115096","3","176507"
"T145210","9","327841"
"N034123","11","29813"
"N003703","29","98739"
"T002839","3","7214"
"T092286","2","47529"
"N009008","7","92914"
"N046544","2","5482"
"T132538","3","5884"
"T141022","3","66422"
"T106560","4","1070562"
"T094245","5","279118"
"T079078","3","1137077"
"T097700","4","7872"
"T139263","17","1054184"
"T146094","5","86885"
"T080890","44","168496"
"T079698","8","68771"
"T097701","4","7853"
"T136148","6","371164"
"T129337","43","86300"
"T113394","6","473630"
"T004514","3","65840"
"T064481","37","273133"
"T110491","54","67327"
"T071860","3","103664"
"T050476","9","676888"
"T135501","5","30210"
"T138965","8","262264"
"T055322","3","127852"
"N027736","3","90631"
"T147751","4","19090"
"T135893","7","692341"
"T111489","5","486849"
"T178997","3","118072"
"T080888","15","86017"
"T138966","8","265592"
"T115342","14","7428"
"T167650","5","175957"
"T121703","5","262909"
"T114555","2","185875"
"N017553","4","71033"
"T146091","5","71052"
"T064482","15","167959"
"T119085","5","85681"
"T063429","3","85874"
"T055309","3","117230"
"T117027","4","262920"
"T113393","2","31670"
"T095539","3","29222"
"T066146","3","170250"
"T070854","2","91407"
"T114555","3","268006"
"T113957","5","263054"
"T135892","8","692180"
"T167561","3","194340"
"T198470","6","69260"
"T080892","19","85914"
"T088707","6","264563"
"T093835","4","53467"
"W029640","11","169179"
"T055320","10","168092"
"T118928","7","67763"
"T072056","5","75639"
"T100800","4","25611"
"T146090","4","72965"
"N020132","8","273201"
"T143974","19","85865"
"T116649","3","262596"
"T076273","2","31042"
"T087987","16","117320"
"T136181","38","169554"
"T072057","5","72995"
"T080888","29","98810"
"T194721","2","19214"
"T048748","5","42254"
"N002808","5","44202"
"T138709","9","1417180"
"N008950","3","53516"
"T088713","7","685195"
"T125077","2","29834"
"N000526","2","20613"
"N000090","2","85730"
"T098541","5","118422"
"N018384","3","71334"
"T083965","4","168391"
"P002031","3","369848"
"N003705","21","85938"
"T039905","3","17486"
"T123963","3","66330"
"N050176","4","269054"
"T120201","13","18870"
"T099975","4","122353"
"T096592","2","67813"
"T109496","3","263686"
"N035479","3","1407616"
"T146092","2","72965"
"T200935","10","172329"
"P000142","3","169177"
"T122056","7","346077"
"T155771","6","42444"
"T018578","2","10636"
"T078931","5","89778"
"T155772","5","66964"
"N001347","6","11024"
"P006168","8","343275"
"T130681","4","147485"
"N003704","24","184726"
"N018935","3","85751"
"T167147","2","19095"
"T130902","10","184000"
"T086069","2","263711"
"T145496","4","117952"
"T110036","4","16793"
"W013561","5","98156"
"T142251","4","30231"
"T125038","3","43184"
"T007170","6","67179"
"T002314","2","82364"
"T098966","4","160478"
"N030235","2","7394"
"T122566","5","30662"
"T136094","2","27893"
"N005404","3","87037"
"T065242","2","13403"
"T178800","5","167945"
"T144203","3","131731"
"N063036","5","266871"
"N017795","2","19125"
"T145739","2","116591"
"T050903","7","67330"
"T083072","2","66814"
"T077252","3","16465"
"T054551","4","17866"
"T155206","2","171460"
"T096591","3","67813"
"N009183","17","94766"
"T116496","5","69342"
"T090640","7","7373"
"T098570","4","117346"
"N067936","4","133006"
"T005309","6","34628"
"T075026","7","117824"
"T090985","2","22917"
"T138966","4","169283"
"T072056","7","48617"
"T098540","5","117397"
"T057372","2","67547"
"T062060","3","87057"
"T069011","3","292812"
"T133188","6","65616"
"T114206","3","86224"
"T088108","11","466151"
"T138966","9","169766"
"T143265","7","67785"
"T089160","7","67832"
"T054041","2","226692"
"T160571","3","125594"
"T110282","2","90129"
"T124114","13","1067683"
"T062996","5","66823"
"T076192","3","76828"
"T066762","5","43850"
"T069210","40","90228"
"T095219","12","30783"
"T110454","3","469020"
"T101770","33","42626"
"T134494","38","169384"
"T188376","13","42749"
"T167548","3","67470"
"T101770","21","42139"
"T085828","4","88617"
"T063903","8","124723"
"T146108","5","85794"
"T100969","179","69319"
"T074647","5","71568"
"T143262","5","119557"
"T110292","3","30442"
"T070907","2","35023"
"T139246","4","175483"
"T061698","6","174956"
"T027645","6","107713"
"T138966","3","169283"
"T068979","5","197278"
"T141201","3","493291"
"T107370","16","67756"
"T079698","2","91839"
"T068986","7","381183"
"T006264","2","176464"
"T105720","13","674123"
"T139683","2","172649"
"N033357","3","89842"
"T137332","14","517792"
"T110454","6","346501"
"W019890","30","86473"
"T135779","11","5546"
"T145183","2","483484"
"T070112","2","269756"
"T146111","2","65664"
"T053594","7","117241"
"T083251","12","87814"
"T055321","3","127626"
"T129036","5","42629"
"T146930","3","43307"
"T021818","6","478569"
"T063775","6","42139"
"T133335","3","1073970"
"T060417","6","178860"
"T040625","5","19657"
"T115804","6","22823"
"T117278","2","34335"
"N008867","3","118344"
"T138966","3","169766"
"T110453","7","1069306"
"T202828","10","1108967"
"T137515","5","845425"
"T059549","16","16695"
"T136146","2","175842"
"T072487","3","30133"
"T099478","4","121991"
"T130681","7","117189"
"P002572","2","344471"
"T194997","7","141414"
"T101773","27","23440"
"T138215","11","713329"
"T195034","2","167949"
"T195052","5","262904"
"T213420","11","272117"
"T133139","3","273919"
"T214053","9","262911"
"T075309","5","83292"
"T101784","23","17369"
