"metadata_ESTCID","Freq","TotalLength"
"T138709","7","1411984"
"T147006","6","120655"
"T073254","4","10017"
"N005843","2","103897"
"W026110","2","143854"
"T117048","3","69846"
"T122410","3","65820"
"P000142","3","266352"
"T129033","7","30360"
"T107053","4","174413"
"N053031","5","17101"
"T100408","9","43824"
"P002028","4","511745"
"T146819","25","124266"
"T097929","2","121325"
"N026286","4","16431"
"T054399","3","119968"
"N006260","6","42027"
"T113007","5","68813"
"T057526","4","24195"
"T178296","5","44307"
"T177583","11","22286"
"T165089","3","22197"
"N050173","6","268436"
"T129680","12","17267"
"T065243","4","29255"
"N050177","4","120729"
"N023377","7","22256"
"T063450","3","93613"
"T029288","4","65820"
"T072099","10","67988"
"T032718","2","11194"
"T122410","9","65976"
"N005403","2","66579"
"N006261","2","67431"
"W013562","5","96337"
"T185989","3","73243"
"N004626","4","126304"
"T101515","4","1051575"
"T077044","6","65767"
"T144147","4","174573"
"P002572","5","170648"
"T153498","3","65903"
"T131954","4","98984"
"P002572","4","119525"
"N016941","7","285051"
"T200747","6","116695"
"T141023","3","67006"
"T098191","3","117295"
"T136380","3","87174"
"T086545","2","29320"
"N012562","7","65944"
"N013039","4","42448"
"T069876","3","66595"
"T043723","2","42411"
"T149360","6","89309"
"T095581","2","21849"
"T012697","6","105413"
"T143333","2","137014"
"P002032","2","81697"
"T116429","3","20942"
"T011027","6","91311"
"T097928","5","121346"
"T013501","2","69552"
"T213481","5","268436"
"N050172","5","266281"
"T135433","2","118019"
"T136487","3","73254"
"T110673","2","291923"
"T058982","12","117027"
"T067233","2","69383"
"T129397","3","66600"
"T083965","2","117441"
"T082477","2","179059"
"T011016","8","98131"
"T213500","3","173953"
"T150007","2","23923"
"T136382","5","129302"
"T113111","10","43956"
"T011022","4","98119"
"T058102","3","69830"
"N009957","5","79472"
"T011018","6","98155"
"N000696","2","4684"
"T213493","5","267634"
"T147235","3","171456"
"T136232","2","1398971"
"T097923","5","90448"
"N034139","2","70552"
"T040768","6","70574"
"T133375","3","22389"
"N005401","4","66288"
"T088373","3","37200"
"T011019","7","98131"
"T213508","5","266269"
"T109722","3","69836"
"P002248","11","342607"
"T176314","10","70443"
"W011720","2","129541"
"N034139","4","66881"
"T084639","3","66419"
"P002715","3","116764"
"T011028","8","105401"
"T137131","3","67410"
"T111915","2","169291"
"T089927","9","43167"
"T096550","7","96130"
"T048412","3","20698"
"T090453","4","354666"
"T177669","12","42795"
"T092286","2","47529"
"T137131","5","42039"
"T099975","3","120678"
"T028333","3","22467"
"T179607","2","17835"
"T121311","2","7321"
"T068925","14","17649"
"N003668","7","68987"
"T182182","5","29707"
"T088372","4","70546"
"T141022","3","66422"
"T087008","4","67146"
"N029565","8","265308"
"T148536","4","66507"
"T107340","2","168003"
"T089491","6","42779"
"N017775","2","263651"
"T126607","4","678338"
"T098093","3","86853"
"T058975","9","117003"
"T113394","7","473630"
"T132842","12","694653"
"T105584","2","56442"
"T140524","13","120480"
"T110491","10","67327"
"T074577","2","68169"
"T145011","2","67991"
"T167536","3","342475"
"T036525","2","74860"
"T100351","12","66146"
"N007827","7","22114"
"T132187","6","90403"
"T039856","3","671271"
"T120859","12","123940"
"T141025","5","37834"
"T121172","2","119221"
