"metadata_ESTCID","Freq","TotalLength"
"P002572","4","169230"
"T090432","4","1095015"
"T138709","43","1411984"
"T012225","3","7330"
"T124105","8","118464"
"T092165","3","17467"
"P002572","3","262827"
"P006021","2","117680"
"N003088","2","13511"
"T147006","6","120655"
"T112220","3","7342"
"T137194","4","67143"
"W020728","3","46564"
"T109176","4","170726"
"T110923","11","466823"
"T129850","5","171036"
"T131597","8","68203"
"T096063","2","120320"
"N008422","3","65773"
"T113891","2","66475"
"T069538","2","22233"
"N028938","2","9596"
"T146926","3","42286"
"T136238","5","1377131"
"N069122","9","266949"
"T066318","2","19089"
"T213496","7","266082"
"T046583","2","65856"
"T105641","2","24821"
"N019415","5","490905"
"T164247","2","67020"
"T130902","3","132545"
"T119489","2","36465"
"T119137","8","16568"
"T119887","7","66066"
"T011226","2","26984"
"T134850","6","67477"
"T041681","11","66074"
"N003703","25","85865"
"T083498","7","30990"
"T146566","5","88644"
"N037345","3","138203"
"N005403","21","42920"
"T136233","7","1377050"
"N017961","3","11726"
"T060825","2","7744"
"T005959","4","123846"
"T146035","5","67841"
"T111260","6","29622"
"N019732","4","2661"
"T038577","5","42941"
"T088895","3","43877"
"T136426","7","503166"
"T033348","3","21637"
"T046584","2","65856"
"T136425","5","485149"
"T131033","7","82554"
"T010641","2","13030"
"N003704","22","169384"
"N053799","3","118688"
"N039731","6","16639"
"N034908","14","483414"
"P000142","4","266352"
"T085261","13","1073417"
"N005092","5","280483"
"T090087","3","7368"
"T111630","6","28213"
"T177414","3","88843"
"T068455","5","29894"
"T065483","3","71402"
"T095962","2","87175"
"T038790","3","17059"
"N053031","5","17101"
"T137068","3","71333"
"T007171","3","21577"
"N019018","9","66312"
"T146519","2","67509"
"N016687","5","48259"
"T097807","2","17838"
"T146819","19","124266"
"T188569","14","104306"
"T084428","2","31347"
"T221165","3","268545"
"T163898","10","67799"
"N003705","22","85938"
"T101314","4","43680"
"T119490","2","29187"
"N026286","12","16431"
"T173290","3","22481"
"P003413","18","343638"
"T054399","4","119968"
"T089829","2","7414"
"T154546","3","275789"
"T119887","7","65966"
"T138374","6","66031"
"N018907","2","42110"
"N021867","5","11099"
"T117698","2","119405"
"T131033","10","77768"
"T138192","9","66738"
"N008950","5","58668"
"T200931","6","274356"
"N007987","4","121382"
"T146035","14","67081"
"T165089","4","22197"
"N050173","6","268436"
"T129027","4","29423"
"T130758","2","58951"
"T002895","4","94116"
"P002032","4","41100"
"P003413","7","264103"
"T180973","5","88976"
"T022163","2","16726"
"T144643","5","43609"
"N019006","2","87905"
"N020982","5","66309"
"T088345","2","21503"
"T108584","2","69155"
"T065243","4","29255"
"T213497","6","266871"
"T177669","26","43129"
"N050177","4","120729"
"N006811","2","120845"
"T160877","6","86489"
"T161023","5","116675"
"T063450","4","93613"
"N029780","4","117312"
"T116504","4","66275"
"T155206","4","173415"
"T136487","4","65732"
"T046602","2","16646"
"P002719","4","262257"
"T155591","2","53905"
"P003017","4","181447"
"T079283","5","120881"
"T161022","4","116690"
"T135467","2","176059"
"T122410","9","65976"
"T095973","3","87145"
"T063191","4","44143"
"N019006","18","85844"
"T121339","32","120738"
"P002287","4","69607"
"T100690","2","21626"
"T177414","7","90531"
"T046579","2","65856"
"T102910","2","168597"
"N029780","4","116921"
"T154542","2","172488"
"N006261","3","67431"
"P002719","3","266379"
"T089830","2","7394"
"N034459","12","29315"
"T111010","6","65572"
"T147415","4","171936"
"T123963","24","42695"
"T102199","6","18645"
"N016052","5","186234"
"P006669","4","31977"
"T088372","5","87684"
"T175992","2","16497"
"T098546","7","121191"
"T185989","3","73243"
"T193720","6","122203"
"W029495","2","47604"
"N009341","2","16001"
"T101515","3","1051575"
"T111519","3","46542"
"T069294","2","78290"
"T113802","10","66373"
"T080193","3","123769"
"T077044","10","65767"
"T110636","41","67832"
"T128479","9","118585"
"T039714","22","479753"
"T057203","3","16615"
"T054654","3","21788"
"T128583","2","22835"
"T154285","5","1144784"
"T153498","3","65903"
"T099893","4","42047"
"P002925","3","66482"
"N016941","11","285051"
"T109813","4","21721"
"T056090","7","88626"
"T082168","12","66165"
"T119363","10","117701"
"T043043","3","72585"
"T141023","3","67006"
"T088910","2","121667"
"T146872","6","86459"
"N015693","2","530092"
"N011212","2","67661"
"T127398","2","47652"
"T073491","7","109849"
"N020132","3","197852"
"T063309","11","66318"
"T100969","11","117649"
"T040980","2","29834"
"T145260","7","86231"
"T036569","18","93390"
"T135777","3","88426"
"T139624","2","93189"
"T177160","7","88540"
"T150578","2","73595"
"T139580","4","116703"
"T137892","8","71665"
"P002572","4","266565"
"T022183","2","102724"
"T130263","2","66346"
"T129173","27","43142"
"T130681","2","117056"
"T077714","7","12350"
"N001859","4","91467"
"T145593","2","71384"
"N061090","10","73596"
"P002032","3","37357"
"N026168","3","29632"
"N027445","2","31265"
"N013039","10","42448"
"T097924","6","121454"
"N021264","2","71155"
"T107760","2","466585"
"T101795","3","43054"
"N015090","4","19124"
"T190471","16","20692"
"T180973","7","89056"
"P006696","3","42096"
"T165249","12","43031"
"T153298","3","265685"
"T149360","6","89309"
"T092494","8","42425"
"T145765","2","43434"
"T153168","6","22787"
"T134815","4","11371"
"T147315","6","66493"
"N046164","2","16487"
"N026564","4","21562"
"T221183","4","269998"
"T137422","3","91835"
"T143333","4","137014"
"T135976","9","302136"
"P002831","3","4818"
"T108629","12","30549"
"P002032","2","81697"
"T131524","8","66888"
"N014289","6","41981"
"W003398","2","29924"
"P006031","9","87899"
"T101260","2","76220"
"T121848","3","17485"
"T177839","27","43129"
"T080526","2","108493"
