"metadata_ESTCID","Freq","TotalLength"
"N028296","2","1050198"
"T107662","5","87313"
"P002719","5","262257"
"T213496","4","266082"
"T119887","7","66066"
"T134850","4","67477"
"T098546","3","122353"
"N003703","22","85865"
"N005403","21","42920"
"T146035","5","67841"
"T001119","3","11628"
"T123917","2","88456"
"N019018","6","66312"
"T175930","2","121421"
"T178720","2","90306"
"N003705","19","85938"
"T113007","5","68813"
"T004007","3","65833"
"T069568","22","42683"
"T175930","3","88822"
"T090779","3","18615"
"T078345","5","29539"
"T022163","2","16726"
"T076062","2","32327"
"T063764","10","29356"
"N019013","4","66288"
"N008416","3","65746"
"T175625","3","8060"
"T072099","10","67988"
"N014368","4","85721"
"T092670","6","14663"
"P006031","11","179832"
"T132173","2","170224"
"T180973","2","88250"
"P006669","4","31977"
"T098546","7","121191"
"T185989","4","73243"
"T097924","2","89401"
"W029495","2","47604"
"T111519","3","46542"
"T021817","6","65687"
"P002572","5","170648"
"N024207","2","95576"
"T154285","3","1144784"
"T131954","4","98984"
"P002925","3","66482"
"T200747","6","116695"
"N015693","2","530092"
"T135993","3","42941"
"T121300","2","18923"
"T130263","2","66346"
"T038910","5","22830"
"T069876","3","66595"
"T180973","4","89056"
"T092494","9","42425"
"T098261","3","16675"
"T099975","3","92987"
"T117548","3","71944"
"T108640","2","21866"
"T080462","3","90829"
"T058982","11","117027"
"T097929","2","120144"
"T050150","4","10559"
"N009209","2","66964"
"T100745","3","22339"
"T119092","9","88647"
"T116493","3","21675"
"T090531","2","71116"
"T138175","4","17839"
"T100894","2","29729"
"T113111","10","43956"
"N012562","5","65934"
"N012562","4","73220"
"T039751","2","22169"
"N016258","5","92129"
"T133396","2","10549"
"T137639","4","32209"
"N012562","7","65950"
"T083247","2","78876"
"T175352","3","90775"
"T165460","2","18129"
"T063191","3","49927"
"T097321","2","18391"
"T078347","4","29888"
"P002248","11","342607"
"T098265","3","16675"
"T146926","4","29210"
"T070157","10","16590"
"N019016","5","66288"
"N034139","4","66881"
"T084445","3","42957"
"T061563","3","71116"
"T098534","2","66391"
"T063765","11","29959"
"T049282","2","11202"
"N005404","33","66606"
"T098546","2","92987"
"T099975","7","121191"
"T083618","2","65965"
"T108627","11","11739"
"N019013","5","66276"
"T175930","2","90415"
"N034123","10","29813"
"T180973","4","88042"
"T084639","24","42736"
"T177414","2","89051"
"N045708","4","16921"
"T099975","3","120678"
"N000603","4","8377"
"T109198","7","8020"
"T063450","6","86608"
"T069569","25","42695"
"T086176","5","42506"
"N007264","2","17791"
"T061250","2","46528"
"N021925","29","66823"
"T125488","7","127123"
"T082472","2","122840"
"T116369","8","126937"
"T048833","2","349905"
"T058975","10","117003"
"T093947","24","127532"
"T080888","15","86017"
"T078361","2","268474"
"T121677","4","90444"
"T167650","5","175957"
"T133334","7","797961"
"T115225","3","140706"
"T125479","5","133119"
"T137655","6","69774"
"T136377","4","87845"
"T147176","8","542313"
"T118928","5","67763"
"T026157","4","67866"
"T063907","4","122361"
"T089448","7","42051"
"T136378","6","172447"
"T072057","5","72995"
"N016236","8","68414"
"T176527","2","6032"
"T133407","5","16498"
"T138709","8","1417180"
"T118734","9","42526"
"T095181","2","70846"
"T203251","3","67429"
"N018659","2","74046"
"T178720","3","88831"
"T146040","6","66690"
"N037345","11","95043"
"P002028","5","382446"
"T089821","28","67929"
"T091318","3","17852"
"N019016","5","66276"
"T182877","7","7345"
"N016933","4","87330"
"N050176","4","269054"
"T131033","3","76456"
"T099975","4","122353"
"N022126","3","52766"
"T092286","11","67680"
"T074398","2","31132"
"T124301","24","43926"
"T178720","4","90767"
"T130838","2","68508"
"T092402","6","13154"
"T101297","6","72250"
"N019018","5","66316"
"T146523","13","68969"
"T083934","3","66690"
"T097928","4","89230"
"T177414","3","88855"
"T182906","8","7385"
"N025732","3","42337"
"P006168","8","343275"
