"metadata_ESTCID","Freq","TotalLength"
"N019842","3","21930"
"T056255","2","86846"
"T099478","5","118613"
"T149856","4","30333"
"T136238","4","1377131"
"T136233","4","1377050"
"T111260","3","29622"
"T088895","3","43877"
"T001119","2","11628"
"T119670","10","42007"
"T149856","6","43381"
"N003704","20","169384"
"N005092","4","280483"
"T111630","6","28213"
"N068871","3","332108"
"T155207","3","168548"
"T000854","3","31391"
"T146819","18","124266"
"T147415","5","171940"
"N026286","4","16431"
"T054399","3","119968"
"T119887","6","65966"
"N026163","14","42353"
"N021867","5","11099"
"W030387","2","119192"
"T147390","3","104313"
"T030412","4","16559"
"T177583","11","22286"
"T144374","5","29646"
"N019006","2","87905"
"N020982","2","66309"
"T076062","2","32327"
"T133787","7","42427"
"N023377","7","22256"
"T125821","4","25332"
"P002719","4","262257"
"T117623","5","67940"
"N003382","2","22342"
"T135365","12","27534"
"N011096","4","31958"
"P002719","3","266379"
"T154545","3","237735"
"N034459","7","29315"
"N015725","2","86691"
"P006031","11","179832"
"T102199","7","18645"
"N016052","5","186234"
"N035279","3","16484"
"T133958","2","191598"
"N023405","3","30344"
"T097924","3","89401"
"T085468","2","66968"
"T193720","4","122203"
"N009341","2","16001"
"N004626","5","126304"
"T110636","24","67832"
"T128903","2","81266"
"T078932","2","87558"
"T119122","3","66172"
"T088889","3","42730"
"T112978","3","31541"
"T144565","4","20157"
"T088895","2","23619"
"N027255","3","29782"
"T147415","2","171032"
"T112977","2","30121"
"T092494","8","42425"
"T153168","6","22787"
"T133960","2","286694"
"T143333","2","137014"
"T135976","8","302136"
"T093507","2","24573"
"T013501","2","69552"
"N021192","3","16657"
"T135433","2","118019"
"T063441","4","31979"
"T096963","4","79954"
"T110673","2","291923"
"T046016","2","11951"
"T097929","3","120144"
"T105290","2","66628"
"N009958","3","80449"
"T054399","2","117935"
"T147493","3","66471"
"T066622","4","24425"
"T108299","3","92611"
"T150081","3","22991"
"T092882","2","16632"
"N009959","2","5389"
"T143714","6","42247"
"T193358","2","67904"
"T136382","6","129302"
"N050174","4","122702"
"T109189","5","30245"
"W021979","2","44640"
"T048747","4","42463"
"N069259","3","265303"
"T002314","4","70227"
"N009957","5","79472"
"T058712","6","62246"
"T109094","2","32309"
"T069156","5","67777"
"N068873","3","281246"
"T163859","2","37468"
"T125095","2","47573"
"T133961","2","66527"
"T091423","10","42730"
"T213493","4","267634"
"N003090","3","45967"
"N003705","9","87410"
"T146710","7","75076"
"N003703","19","65791"
"T135301","4","42760"
"T105654","2","7904"
"T162631","3","86924"
"T066624","2","25160"
"T173291","3","124263"
"T154546","2","297180"
"T062912","3","10693"
"N019006","12","65812"
"N003703","7","67299"
"T132173","3","169765"
"T076063","4","25332"
"N024583","2","30104"
"W010121","4","29738"
"T146926","4","29210"
"T090453","3","360029"
"N050178","2","137596"
"P002771","3","42092"
"T143469","2","119509"
"T084445","3","42957"
"T011107","3","47796"
"T136232","3","1377038"
"T190766","2","51067"
"W027474","4","87998"
"T066626","3","20370"
"T083989","2","16468"
"T063441","3","33485"
"T047974","2","7872"
"T031955","2","7352"
"N000603","5","8377"
"T063450","5","86608"
"W020679","6","29338"
"T011111","3","42678"
"N007264","2","17791"
"T138966","6","168970"
"T036567","27","95393"
"T087008","6","67146"
"T130419","5","74091"
"T148536","5","66507"
"T095856","9","42862"
"T078081","22","266210"
"T145932","4","68223"
"N022052","17","122193"
"T138915","8","87441"
"T052793","5","64093"
"T132842","7","694653"
"T089054","5","66342"
"T064481","7","273133"
"T167536","3","342475"
"T160065","3","133175"
"T121677","4","90444"
"T098191","6","86404"
"T055304","5","107351"
"N017760","3","68483"
"T014806","4","29310"
"T011442","4","68530"
"T175878","9","42215"
"T129399","3","16745"
"T120079","3","65822"
"T048432","4","86666"
"T117942","3","42461"
"T133607","9","263299"
"T110216","5","21716"
"T115225","3","140706"
"T105262","2","65604"
"T121528","6","68305"
"T091202","2","173897"
"T134278","4","70497"
"T140791","6","89450"
"T083947","26","66995"
