"metadata_ESTCID","Freq","TotalLength"
"T138709","9","1411984"
"N002197","3","209592"
"T131309","2","73546"
"P002572","2","262827"
"P006021","2","117680"
"T147006","10","120655"
"T137194","2","67143"
"W020728","2","46564"
"T113142","4","191085"
"T131597","2","42027"
"T165018","4","32023"
"N005843","2","103897"
"T061545","3","19733"
"N008422","4","65773"
"T107662","6","87313"
"T136238","4","1377131"
"T213496","4","266082"
"T164247","2","67020"
"T119137","8","16568"
"T137131","8","76118"
"T146035","6","67841"
"T001119","3","11628"
"T136426","3","503166"
"T114018","3","16869"
"T136425","2","485149"
"T031200","3","11232"
"T041333","3","7667"
"T144784","4","65773"
"N023433","3","21465"
"P000142","3","266352"
"T085261","5","1073417"
"T078581","5","121962"
"T007171","3","21577"
"T100408","9","43824"
"T136382","3","90183"
"P002032","2","40789"
"P002028","4","511745"
"T011315","3","10948"
"T119592","11","43564"
"T084428","18","31347"
"T144565","7","42163"
"T178720","2","90306"
"T089449","4","133948"
"T054399","3","119968"
"N006260","6","42027"
"T113007","5","68813"
"T086999","2","30685"
"T004007","3","65833"
"N026163","15","42353"
"W030387","2","119192"
"T177583","11","22286"
"T070330","2","10805"
"P003413","5","264103"
"T180973","4","88976"
"N020982","2","66309"
"T183391","2","18807"
"T066624","8","42175"
"T177669","15","43129"
"N050177","4","120729"
"N006811","3","120845"
"T136977","10","91110"
"T160877","6","86489"
"T084641","2","33139"
"N023377","7","22256"
"T136487","6","65732"
"P002719","5","262257"
"P003017","3","181447"
"T081771","3","22372"
"N011096","3","31958"
"W002925","6","66213"
"T223549","2","10647"
"N006261","2","67431"
"P006031","11","179832"
"T132173","2","170224"
"T122794","2","86393"
"P006669","4","31977"
"N014368","5","69288"
"T141134","2","86593"
"T138955","2","73547"
"T031198","6","11233"
"T193720","5","122203"
"N002193","3","207709"
"T131947","8","94373"
"N009341","3","16001"
"T101515","5","1051575"
"T146150","4","88174"
"W036929","7","66708"
"T128903","3","81266"
"T117611","2","195157"
"P002572","5","170648"
"T039714","7","479753"
"T154285","3","1144784"
"N002183","3","207660"
"T117849","4","69813"
"T120384","3","195157"
"T072519","2","25871"
"N016941","9","285051"
"T186889","2","85821"
"T138428","4","262484"
"N007961","3","124116"
"T088907","2","89977"
"T073491","4","109849"
"T136380","4","87174"
"T036569","18","93390"
"T135777","2","88426"
"T177160","4","88540"
"T086545","2","29320"
"T098245","2","129523"
"T127786","4","207646"
"T109490","3","22058"
"T129173","13","43142"
"P002028","5","511753"
"T130681","4","117056"
"T089450","3","127736"
"T097718","3","73138"
"T125368","5","34446"
"T110018","6","11160"
"T144855","4","192929"
"T163859","5","66172"
"T144565","4","20157"
"N012562","7","65944"
"P002032","3","37357"
"N027445","13","31265"
"T122783","2","94331"
"N015090","2","19124"
"T069876","3","66595"
