"metadata_ESTCID","Freq","TotalLength"
"P002572","3","169230"
"T138709","9","1411984"
"T060974","4","94419"
"T025362","2","121816"
"T111103","2","10681"
"T111682","2","86272"
"T131953","3","95641"
"T131597","3","42027"
"T131962","4","94289"
"P002719","6","262257"
"T136238","6","1377131"
"T213496","4","266082"
"T119489","3","36465"
"T119137","8","16568"
"T119887","8","66066"
"T109819","3","68755"
"N003703","22","85865"
"T122410","4","65820"
"N005403","21","42920"
"T136233","5","1377050"
"T111260","2","29622"
"T117451","9","88933"
"T091602","2","42998"
"T119670","11","42007"
"T114018","2","16869"
"N019018","10","66235"
"N003704","21","169384"
"T144784","3","65773"
"T085261","6","1073417"
"T213495","6","267221"
"T021444","3","24950"
"N005092","8","280483"
"T078581","5","121962"
"T177414","3","88843"
"T101913","4","85812"
"T068455","4","29894"
"N019018","6","66312"
"T146519","3","67509"
"T164627","3","42605"
"P002028","4","511745"
"T000854","4","31391"
"T175930","2","121421"
"W004819","2","19332"
"T221165","3","268545"
"T144565","7","42163"
"T085548","4","7529"
"T178720","4","90306"
"N003705","21","85938"
"T091601","2","43806"
"T154546","3","275789"
"N006260","6","42027"
"T092418","4","73724"
"T108615","3","30878"
"T057526","3","24195"
"T069568","22","42683"
"N026163","14","42353"
"T175930","2","88822"
"T058982","7","129096"
"T138192","2","66738"
"N008950","3","58668"
"T200931","3","274356"
"T155101","3","127162"
"P003413","6","264103"
"T078345","6","29539"
"T180973","3","88976"
"P002032","3","61655"
"N019006","2","87905"
"N020982","2","66309"
"T129680","12","17267"
"T180713","4","21849"
"T058982","7","87359"
"T076062","2","32327"
"T066624","7","42175"
"T213497","5","266871"
"N019013","4","66288"
"T155206","2","173415"
"N060669","2","17857"
"T125821","4","25332"
"T155591","2","53905"
"T079283","5","120881"
"T122410","10","65976"
"N019006","16","85844"
"P002287","3","69607"
"N037541","9","21807"
"T100690","2","21626"
"T089918","5","85919"
"T177414","6","90531"
"T154542","2","172488"
"T154620","2","10513"
"N034459","6","29315"
"T147415","4","171936"
"T123963","24","42695"
"T180973","5","88250"
"T122794","2","86393"
"T118926","4","30148"
"T165875","3","58737"
"T066623","8","42659"
"T098546","9","121191"
"T097924","2","89401"
"N004626","4","126304"
"T110322","2","92619"
"N023525","2","42035"
"T101515","3","1051575"
"T144147","4","174573"
"T117849","4","82066"
"N012773","2","121745"
"T131954","5","98984"
"P005999","2","171820"
"T039160","2","65617"
"T200747","6","116695"
"T138428","2","262484"
"T082168","7","66165"
"T088907","2","89977"
"T063309","6","66318"
"T091573","2","117599"
"T177160","4","88540"
"T137892","6","71665"
"T102206","4","84919"
"T086545","2","29320"
"T073302","2","30158"
"T061240","6","90529"
"N028168","2","43464"
"P002572","3","266565"
"T086996","2","77562"
"T004499","2","22119"
"T112978","5","31541"
"T110018","2","11160"
"T163859","4","66172"
"T144565","4","20157"
"N012562","8","65944"
"T178720","3","89021"
"T147682","2","47488"
"N027255","3","29782"
"T074466","4","53760"
"T068801","2","16847"
"T069876","3","66595"
"T147415","3","171032"
"T180973","5","89056"
"T041731","2","43032"
"T112977","3","30121"
"T153168","5","22787"
"P002927","2","116628"
"T134815","4","11371"
"T147315","6","66493"
"T137422","3","91835"
"T082477","2","124024"
"T102124","3","7773"
"T030440","8","42256"
"T130837","5","66176"
"T143333","2","137014"
"T135976","9","302136"
"T131524","9","66888"
"T125879","2","14919"
"T096597","2","22393"
"T013501","3","69552"
"T045411","7","22397"
"N005401","14","66341"
"N021192","3","16657"
"N050172","5","266281"
"N045850","10","70313"
"T146564","5","119967"
"T123876","5","70855"
"T170201","7","66554"
"N051934","4","267928"
"N003668","9","67612"
"N009326","5","10906"
"T119887","4","68411"
"T213350","5","90885"
"T082477","3","138608"
"T092975","8","29360"
"N046082","2","29288"
"T020094","2","23334"
"T136487","10","65905"
"T129397","2","66600"
"T178720","6","89234"
"T155206","3","46444"
"T213499","5","274168"
"T066622","4","24425"
"T150081","3","22991"
"T084639","11","66329"
"T146092","2","71033"
"T072181","3","21495"
"T084341","10","66312"
"T082477","2","179059"
"T119092","10","88647"
"T041729","2","43365"
"T144419","8","280250"
"T065792","2","16444"
"T147314","6","66296"
"T116493","2","21675"
"T090531","2","71116"
"T185989","8","65739"
"T084928","9","47903"
"T180973","7","68391"
"T069569","12","66288"
"T129526","3","22195"
"T154544","2","180979"
"N052538","6","171504"
"T100894","2","29729"
"T136382","9","129302"
"N012562","6","65934"
"N012562","5","73220"
"T058982","5","116847"
"T040178","6","68097"
"T088372","6","67028"
"T141222","2","114814"
"N069259","5","265303"
"N005401","21","42784"
"T091602","5","49447"
"N068873","4","281246"
"T147589","7","66479"
"T137068","7","85995"
"T070301","11","88475"
"T125095","3","47573"
"T213493","5","267634"
"T147890","9","88506"
"T155208","3","46444"
"N034123","12","29782"
"T115828","5","31249"
"N012562","7","65950"
"T083247","2","78876"
"T153295","3","171226"
"T147103","3","46052"
"T108354","4","44327"
"T175352","4","90775"
"T112495","3","46410"
"T107662","6","70660"
"N003705","9","87410"
"N003703","19","65791"
"T145753","3","86118"
"W019906","3","42350"
"T177414","2","90475"
"T058982","5","85996"
"T175880","4","168667"
"T147364","2","262325"
"T066624","2","25160"
"T173291","3","124263"
"T001029","2","43028"
"T147412","3","67124"
"T213508","5","266269"
"T066620","15","65804"
"T082477","7","171903"
"T075282","4","25030"
"T128984","3","67504"
"N019006","12","65812"
"T135737","3","131978"
"T097321","2","18391"
"T078347","5","29888"
"T117817","12","120692"
"P002248","13","342607"
"N003703","7","67299"
"T076063","4","25332"
"W010121","3","29738"
"T091600","2","49367"
"N050178","2","137596"
"P002771","5","42092"
"W011720","2","129541"
"N019016","5","66288"
"N034139","4","66881"
"T127794","5","44543"
"T213002","5","90977"
"T136232","5","1377038"
"T070021","3","14754"
"N035342","7","186007"
"T122410","6","65964"
"T098534","2","66391"
"T175930","2","89021"
"N026911","4","22729"
"W027474","5","87998"
"T164241","5","139185"
"T117721","4","66020"
"N005404","32","66606"
"T012991","2","27322"
"T098546","2","92987"
"T123963","11","66312"
"T013186","2","27397"
"T099975","9","121191"
"T131263","4","30595"
"T074467","3","56377"
"N019013","5","66276"
"T124301","12","66312"
"T089927","8","43167"
"P006290","3","203300"
"N019013","11","66219"
"T041732","2","43345"
"T176314","5","66985"
"N034123","11","29813"
"N003703","3","98739"
"T180973","3","88042"
"T177669","12","42795"
"N011171","21","66929"
"T084639","24","42736"
"N011171","20","69744"
"T177414","5","89051"
"T145647","7","186007"
"T063441","3","33485"
"T090071","2","17376"
"N030338","2","10598"
"T137131","5","42039"
"T142020","2","22417"
"T099975","2","120678"
"N012500","4","17046"
"T147415","3","262686"
"T185989","12","65832"
"T063450","5","86608"
"N019196","2","44794"
"T069569","25","42695"
"N006553","7","66291"
"T068925","14","17649"
"N003668","6","68987"
"T221644","11","85918"
"N007264","2","17791"
"T138966","7","168970"
"T132745","4","96504"
"T079078","3","1137077"
"T051485","4","65647"
"T087008","4","67146"
"T139263","13","1054184"
"T130419","5","74091"
"N003668","9","67596"
"T078360","7","170977"
"T175667","3","278945"
"T080890","19","168496"
"T102936","18","66309"
"N021925","30","66823"
"T079698","8","68771"
"T140244","2","29280"
"T133187","4","29681"
"T082472","2","122840"
"T107384","3","151216"
"T131972","6","119977"
"N022052","20","122193"
"T138915","15","87441"
"T122632","3","121798"
"T076205","10","66333"
"T119696","7","65898"
"T002315","2","49200"
"T129337","19","86300"
"T130811","2","82780"
"T064481","12","273133"
"T110491","14","67327"
"T113575","5","65931"
"N017802","4","71721"
"T091603","2","42998"
"T076068","5","65991"
"T135501","5","30210"
"T138965","11","262264"
"T167536","4","342475"
"T134279","3","73577"
"T111545","6","66470"
"T160065","4","133175"
"T111489","5","486849"
"T097133","3","66354"
"T137602","3","16531"
"T147176","9","415488"
"T121677","3","120009"
"T121677","7","90444"
"T138966","6","265592"
"T119332","5","65592"
"T090741","3","29617"
"T167650","5","175957"
"T139262","7","794025"
"T121703","5","262909"
"T136378","4","172438"
"N002106","8","66167"
"T057309","2","65664"
"T066762","4","42120"
"T143317","6","117961"
"N017760","3","68483"
"T108586","6","42789"
"T072017","6","86054"
"T125488","4","116637"
"N019853","9","70857"
"T114189","5","66238"
"T064482","13","167959"
"T110954","2","88206"
"T043939","4","22445"
"T119085","6","85681"
"T114125","3","85662"
"T136380","4","77995"
"N007542","5","181120"
"T154466","3","262421"
"N000550","2","41987"
"T095120","9","477304"
"T117027","5","262920"
"T107219","5","72998"
"T103643","2","29458"
"T117946","5","45307"
"T089922","12","42779"
"T067024","3","171828"
"T066146","2","170250"
"T117942","5","42461"
"T079698","3","65850"
"T125495","4","116685"
"T063307","16","69183"
"T137128","2","65602"
"T071148","4","53991"
"T070854","5","121287"
"T110866","2","66678"
"T125496","3","116579"
"T115225","3","140706"
"T154455","2","42403"
"T167561","2","194340"
"T146296","11","43195"
"T121528","4","68305"
"N021986","5","117630"
"T083947","28","66995"
"N016029","4","69175"
"T036370","2","125518"
"T151984","5","58693"
"T080892","18","85914"
"T098191","2","117640"
"T096525","4","92998"
"T108068","2","85776"
"T137655","8","69774"
"T136377","3","122977"
"N004792","2","66296"
"T124554","7","471988"
"T175667","3","273145"
"T136377","5","87845"
"T082471","2","123239"
"T147176","9","542313"
"T078963","2","127252"
"T100670","2","87082"
"T026157","4","67866"
"T140039","3","180102"
"T072056","5","75639"
"N018282","2","27321"
"T100800","4","25611"
"T114000","4","86446"
"T089490","11","42779"
"T012210","8","191524"
"T082469","2","167989"
"T143974","15","85865"
"T074909","2","88823"
"T136381","7","87737"
"T144147","3","172442"
"T098191","7","117933"
"T080524","4","87440"
"T136381","2","87152"
"T116649","3","262596"
"T089448","7","42051"
"T136378","6","172447"
"T146727","4","67537"
"T136181","28","169554"
"T107382","2","170585"
"T072057","7","72995"
"N008499","2","117503"
"N031500","3","117078"
"T043939","2","29845"
"N016236","8","68414"
"N066478","2","71185"
"T010099","3","69953"
"T088340","16","70985"
"T119671","2","29816"
"T095181","4","70846"
"N008950","2","53516"
"T088713","7","685195"
"T020780","2","18352"
"T098541","6","118422"
"N018659","2","74046"
"T178720","2","88831"
"T123221","2","66158"
"T178720","2","90499"
"N037345","11","95043"
"T030440","8","82697"
"P002028","6","382446"
"N003705","16","85938"
"N019016","5","66276"
"T038402","2","10599"
"T002817","4","65957"
"N050176","5","269054"
"T131033","3","76456"
"T101913","3","86049"
"T066626","6","42268"
"T126075","4","43279"
