"metadata_ESTCID","Freq","TotalLength"
"T138709","7","1411984"
"N019842","3","21930"
"P002572","2","262827"
"T058745","2","70103"
"T028064","2","20501"
"T127090","3","186136"
"T064311","5","93379"
"T099478","5","118613"
"T165018","3","32023"
"T061545","3","19733"
"T173044","3","30175"
"T146926","3","42286"
"T136238","6","1377131"
"N069122","7","266949"
"T010569","3","48044"
"W026110","2","143854"
"T119137","8","16568"
"T119887","9","66066"
"T134850","4","67477"
"T109819","3","68755"
"T098546","14","122353"
"N003703","28","85865"
"T122410","3","65820"
"T083498","6","30990"
"N005403","31","42920"
"T136233","6","1377050"
"N017961","3","11726"
"T005959","3","123846"
"T146035","6","67841"
"T111260","2","29622"
"T117451","12","88933"
"T046581","2","65905"
"T131033","2","82554"
"N019018","9","66235"
"T059021","5","45165"
"T010641","2","13030"
"N003704","33","169384"
"N053799","2","118688"
"T085261","6","1073417"
"T213495","7","267221"
"T177414","4","88843"
"T038790","3","17059"
"T137068","6","71333"
"N019018","8","66312"
"P002028","5","511745"
"T175930","3","121421"
"T144565","9","42163"
"T066620","2","42679"
"T144565","2","42679"
"T178720","2","90306"
"N003705","25","85938"
"T101314","4","43680"
"T097938","3","92006"
"T119490","2","29187"
"P003413","10","343638"
"T054399","4","119968"
"N006260","6","42027"
"T108615","2","30878"
"T069568","34","42683"
"T119887","9","65966"
"N026163","16","42353"
"T121658","5","91297"
"T117698","2","119405"
"T058982","7","129096"
"T138192","3","66738"
"T099952","2","5469"
"T200931","3","274356"
"T030412","4","16559"
"T177583","12","22286"
"T129027","4","29423"
"T110944","2","17491"
"T082906","3","69368"
"P003413","7","264103"
"T092097","9","47885"
"T078345","5","29539"
"T180973","12","88976"
"N019006","2","87905"
"T058982","7","87359"
"T095977","3","17903"
"T066624","8","42175"
"T065243","5","29255"
"T063764","8","29356"
"T115828","7","41955"
"N019013","4","66288"
"N050177","4","120729"
"T133787","9","42427"
"T160877","7","86489"
"T084641","2","33139"
"N023377","8","22256"
"N029780","6","117312"
"T116504","5","66275"
"N060669","2","17857"
"P002719","5","262257"
"P003017","3","181447"
"T098081","3","10549"
"T002859","6","52808"
"N003382","2","22342"
"T101901","5","45397"
"T122410","9","65976"
"N019006","23","85844"
"N037541","9","21807"
"T089918","2","85919"
"T177414","6","90531"
"N011096","9","31958"
"N029780","4","116921"
"T125039","2","20917"
"N005403","2","66579"
"N006261","3","67431"
"P002719","3","266379"
"T011227","2","21631"
"N015725","2","86691"
"T118423","4","68218"
"T123963","35","42695"
"P006031","11","179832"
"T180973","4","88250"
"N016052","4","186234"
"T088372","2","87684"
"T062612","2","67726"
"T066623","8","42659"
"T098546","14","121191"
"T185989","3","73243"
"T141134","2","86593"
"T097924","5","89401"
"T085468","6","66968"
"T112420","4","21639"
"T193720","7","122203"
"T139449","2","88319"
"N009453","2","38445"
"T101515","4","1051575"
"T144147","4","174573"
"N010808","10","44075"
"T110636","18","67832"
"T011452","2","77145"
"T153498","3","65903"
"T081915","3","155220"
"T147035","2","1054010"
"P002925","3","66482"
"T109813","4","21721"
"T080352","6","29235"
"T141023","3","67006"
"T111233","5","22916"
"N020132","3","197852"
"T061467","4","30253"
"T100969","10","117649"
"T135777","2","88426"
"T177160","4","88540"
"T137892","6","71665"
"T086545","2","29320"
"T073302","4","30158"
"T051472","2","48717"
"N028168","2","43464"
"P002572","4","266565"
"T004499","12","22119"
"T130263","4","66346"
"T110018","2","11160"
"T144855","4","192929"
"N001859","3","91467"
"T163859","6","66172"
"T144565","10","20157"
"T178720","3","89021"
"T122783","2","94331"
"T074579","4","68188"
"T069876","4","66595"
"T190471","8","20692"
"T180973","5","89056"
"T112977","3","30121"
"T153298","2","265685"
"N014258","3","22943"
"T092494","10","42425"
"T153168","6","22787"
"P002719","6","266401"
"N028899","3","7655"
"T178276","3","22577"
"P002927","2","116628"
"T099975","3","92987"
"T147315","7","66493"
"T147520","2","88436"
"T055173","2","5131"
"T066624","2","42679"
"T030440","9","42256"
"T130837","7","66176"
"T117548","3","71944"
"T108629","9","30549"
"T117267","3","44556"
"T131524","9","66888"
"T108640","2","21866"
"T080462","4","90829"
"T173044","8","42826"
"T080526","2","108493"
"T126968","6","7345"
"T069641","3","9170"
"N045850","9","70313"
"T135433","4","118019"
"T170201","7","66554"
"T136487","3","73254"
"N051934","5","267928"
"T058982","13","117027"
"T119887","5","68411"
"T097929","7","120144"
"T111119","3","67587"
"P002032","3","56591"
"T092975","8","29360"
"P002032","3","58653"
"T123917","9","90648"
"T080528","2","139809"
"T050818","2","29250"
"T195770","5","77364"
"T136487","6","65905"
"T104144","5","29563"
"T178720","3","88843"
"T060036","7","48788"
"T050150","6","10559"
"T054399","2","117935"
"T129397","2","66600"
"T178720","6","89234"
"T213499","5","274168"
"T066622","12","24425"
"T188569","3","92783"
"T150081","3","22991"
"T101297","6","67725"
"T141387","3","67105"
"N003705","7","98824"
"T084341","11","66312"
"P002031","7","511723"
"T082477","3","179059"
"T119092","9","88647"
"T190697","4","5925"
"N035381","2","67007"
"T147314","7","66296"
"T090531","3","71116"
"T185989","2","65739"
"T180973","6","68391"
"T036006","3","13130"
"T143714","10","42247"
"T129526","2","22195"
"T154544","2","180979"
"T073473","2","8503"
"T010568","2","120702"
"T056601","5","123238"
"N052538","5","171504"
"T100894","2","29729"
"N050174","7","122702"
"T109189","8","30245"
"N012562","10","73220"
"T040178","7","68097"
"T002811","2","65956"
"T070301","9","87830"
"T048747","7","42463"
"T221644","4","73219"
"T141222","2","114814"
"T181137","4","67152"
"N069259","6","265303"
"N016258","2","92129"
"T133396","2","10549"
"N005401","32","42784"
"T069156","7","67777"
"T147589","8","66479"
"T137068","7","85995"
"T070301","10","88475"
"P002344","2","118104"
"T131033","4","96906"
"T163859","9","37468"
"T181137","2","99189"
"T091423","12","42730"
"T213493","4","267634"
"N020960","3","171589"
"N018867","18","8880"
"N034123","12","29782"
"T115828","5","31249"
"T136232","3","1398971"
"N012562","7","65950"
"T147103","2","46052"
"T090649","2","10736"
"T175352","3","90775"
"N002827","17","68714"
"T117548","5","66398"
"T043973","6","71694"
"N005401","2","66288"
"N003705","11","87410"
"N003703","30","65791"
"T145753","3","86118"
"T000594","2","38658"
"T135301","3","42760"
"T116459","16","118339"
"P002371","2","169267"
"W030208","3","16612"
"T177414","11","90475"
"T147364","3","262325"
"T105654","2","7904"
"T162631","3","86924"
"T066624","11","25160"
"T154477","5","51159"
"T098413","2","43096"
"T173291","3","124263"
"T062912","3","10693"
"T037938","2","11561"
"T066620","17","65804"
"T181051","2","4152"
"T147412","6","69751"
"T144586","2","98317"
"N019006","20","65812"
"N019006","3","82341"
"T078347","4","29888"
"P002248","24","342607"
"T086303","2","16533"
"N003703","10","67299"
"T092257","4","46773"
"N050178","3","137596"
"P002771","3","42092"
"T086695","6","67454"
"T070157","7","16590"
"N019016","7","66288"
"T127794","5","44543"
"T084639","3","66419"
"T143469","2","119509"
"P002715","3","116764"
"T136232","11","1377038"
"T061563","3","71116"
"T038505","2","22577"
"T213479","5","171605"
"T179403","2","18934"
"T098534","3","66391"
"T114054","5","69235"
"T106146","3","89374"
"W027474","3","87998"
"N002827","9","95616"
"N005404","45","66606"
"T137131","4","67410"
"T098546","2","92987"
"T085900","6","68804"
"T138192","8","65831"
"T098569","2","87689"
"T175930","3","88822"
"T099975","14","121191"
"T055926","9","42438"
"T066626","10","20370"
"N000090","19","67937"
"N019013","7","66276"
"T069568","2","66350"
"T124301","12","66312"
"N020356","2","4146"
"P006290","6","203300"
"N019013","10","66219"
"T033670","2","90690"
"T107769","2","67764"
"P002031","11","370099"
"T119092","8","86986"
"N022025","8","84615"
"T227472","4","46232"
"T175930","10","90415"
"P000142","4","171929"
"T132173","3","134371"
"T131614","3","21922"
"N003703","6","98739"
"T120788","2","22596"
"N011171","27","66929"
"T084639","35","42736"
"N011171","19","69744"
"T177414","4","89051"
"T117339","2","44506"
"T092286","3","47529"
"N045708","4","16921"
"T090071","2","17376"
"T051788","3","12405"
"T231044","2","29211"
"T168210","8","67936"
"T137131","5","42039"
"N071657","2","24573"
"T099975","3","120678"
"T109198","6","8020"
"T185989","6","65832"
"T063450","9","86608"
"T069569","35","42695"
"T063346","3","42427"
"N010148","6","118037"
"N006553","8","66291"
"N003668","6","68987"
"T088372","4","70546"
"T138966","8","168970"
"T141022","3","66422"
"T106560","5","1070562"
"T036567","27","95393"
"T133812","4","72247"
"T079078","3","1137077"
"T139263","26","1054184"
"T130419","5","74091"
"N029565","10","265308"
"T078360","4","170977"
"T098046","2","66038"
"T175667","2","278945"
"T097571","8","67281"
"T059483","3","86800"
"T080890","27","168496"
"T102936","18","66309"
"N021925","30","66823"
"T079698","12","68771"
"T145932","3","68223"
"T125488","7","127123"
"N022052","17","122193"
"T138915","8","87441"
"T076205","10","66333"
"T002315","2","49200"
"T129337","26","86300"
"T058975","11","117003"
"T004514","3","65840"
"T110491","10","67327"
"T135501","5","30210"
"T074577","3","68169"
"T138965","12","262264"
"T167536","3","342475"
"T111545","6","66470"
"T114738","6","34091"
"T178997","2","118072"
"T100351","12","66146"
"T080888","20","86017"
"T138966","8","265592"
"T090741","4","29617"
"T141025","5","37834"
"T139262","7","794025"
"T071462","2","66651"
"T117065","5","127420"
"T084077","4","68188"
"T071141","3","117899"
"N002106","8","66167"
"N027880","3","66981"
"T187129","2","117499"
"T072017","7","86054"
"T011442","4","68530"
"N019853","6","70857"
"T064482","10","167959"
"T099054","3","43015"
"T135691","8","347373"
"T114125","3","85662"
"T154466","5","262421"
"T067790","3","86715"
"T218150","3","135571"
"T107219","4","72998"
"T138430","13","534141"
"T079698","3","65850"
"T063307","11","69183"
"T094800","2","58980"
