"metadata_ESTCID","Freq","TotalLength"
"T090432","2","1095015"
"N002197","4","209592"
"N028296","2","1050198"
"W002471","2","125346"
"T056446","3","1049516"
"T098739","2","329032"
"P006021","2","117680"
"N000004","2","106435"
"T111682","2","86272"
"T147006","6","120655"
"T137194","3","67143"
"T112695","2","263575"
"T134044","2","22418"
"T109176","3","170726"
"T113142","4","191085"
"T099478","4","118613"
"N008929","3","207460"
"N001293","2","125114"
"T116394","3","209607"
"N005843","2","103897"
"T107662","4","87313"
"P002719","6","262257"
"T136238","5","1377131"
"T213496","4","266082"
"T046583","2","65856"
"W026110","2","143854"
"T074071","3","68828"
"N003703","23","85865"
"N005403","21","42920"
"T136233","5","1377050"
"T005959","3","123846"
"T117451","10","88933"
"T046581","2","65905"
"T092836","2","86761"
"T046584","2","65856"
"N017235","2","66075"
"N019018","7","66235"
"T149178","3","42464"
"N003704","21","169384"
"N018452","2","7398"
"N005092","5","280483"
"T111630","8","28213"
"T089985","2","43101"
"N019018","7","66312"
"N036060","2","41943"
"T037865","3","10704"
"T178720","2","90306"
"N003705","19","85938"
"T090148","2","177186"
"T054399","3","119968"
"T069568","23","42683"
"T138192","2","66738"
"T147390","2","104313"
"T030412","4","16559"
"T074070","2","42165"
"N050173","6","268436"
"T117629","2","22180"
"T058982","14","85937"
"T092097","6","47885"
"T078345","6","29539"
"T180973","3","88976"
"T088345","2","21503"
"T058982","9","87359"
"T108584","2","69155"
"T065243","4","29255"
"T177669","15","43129"
"T136977","9","91110"
"T136487","5","65732"
"T125821","3","25332"
"T147415","4","149825"
"T002859","6","52808"
"T012177","2","10550"
"T122410","9","65976"
"N019006","17","85844"
"T001075","2","24392"
"N037541","8","21807"
"T089918","3","85919"
"T099957","2","9685"
"T046579","2","65856"
"N034994","3","25051"
"W002925","7","66213"
"N035342","4","345511"
"T154545","2","237735"
"N015725","2","86691"
"T060637","2","65677"
"T147415","5","171936"
"T123963","25","42695"
"P006031","11","179832"
"N016052","4","186234"
"T118926","4","30148"
"T062612","2","67726"
"T098546","8","121191"
"T085468","3","66968"
"N002193","3","207709"
"T131947","7","94373"
"T146150","2","88174"
"T077044","6","65767"
"T144147","5","174573"
"T073050","3","117905"
"N010808","8","44075"
"N003546","2","19638"
"T153498","23","85989"
"T117611","3","195157"
"N001344","2","121305"
"T039714","6","479753"
"N024207","2","95576"
"T154285","4","1144784"
"T153498","4","65903"
"N002183","3","207660"
"T120384","4","195157"
"T147252","3","172883"
"T200747","6","116695"
"T138428","2","262484"
"T109334","7","43438"
"T098191","3","117295"
"T078977","2","102426"
"T136380","3","87174"
"T073302","3","30158"
"T060974","2","95318"
"T127786","4","207646"
"N028168","2","43464"
"T129173","13","43142"
"P002028","4","511753"
"W029685","2","342569"
"T078993","3","29707"
"T077714","3","12350"
"T144855","5","192929"
"N016626","2","31466"
"N019700","3","10542"
"T178984","2","167978"
"P002719","6","266401"
"N000660","3","65856"
"T146147","2","88252"
"T137422","4","91835"
"N018930","2","23516"
"T109550","3","25296"
"T080462","3","90829"
"N027639","2","10549"
"T177839","16","43129"
"N048331","2","65856"
"T080526","2","108493"
"T069641","2","9170"
"N050172","5","266281"
"T146564","4","119967"
"T046580","2","65856"
"N003668","9","67612"
"T058982","11","117027"
"T119887","4","68411"
"T170673","3","11934"
"T128781","2","2957"
"T105290","3","66628"
"T082477","2","138608"
"T046578","2","65856"
"T123917","4","90648"
"T080528","2","139809"
"T195770","3","77364"
"T136487","6","65905"
"T138788","2","67776"
"T104144","6","29563"
"T129397","2","66600"
"T146510","2","346186"
"N009209","10","66964"
"T100745","3","22339"
"T083965","2","117441"
