"metadata_ESTCID","Freq","TotalLength"
"T090432","2","1095015"
"N002197","3","209592"
"W002471","2","125346"
"T131309","4","73546"
"T098739","2","329032"
"T025362","2","121816"
"T089429","7","48023"
"T121416","2","66626"
"T147006","6","120655"
"T137194","4","67143"
"N016511","2","63486"
"T109176","5","170726"
"T073254","4","10017"
"T099478","4","118613"
"N008929","2","207460"
"T008517","2","4608"
"T116394","3","209607"
"T131281","5","87626"
"N008422","3","65773"
"T173044","3","30175"
"P002719","7","262257"
"N069122","7","266949"
"T213496","4","266082"
"T108818","2","1860"
"T119137","8","16568"
"T134850","4","67477"
"T119670","2","42345"
"N003703","23","85865"
"T122410","4","65820"
"T146566","3","88644"
"N005403","22","42920"
"T005959","6","123846"
"T146035","5","67841"
"T117451","10","88933"
"N019018","7","66235"
"T059021","5","45165"
"N003704","20","169384"
"N034908","7","483414"
"N005092","4","280483"
"T107053","3","174413"
"T065483","2","71402"
"N005947","2","10732"
"T095962","2","87175"
"N019644","2","4179"
"T155207","3","168548"
"T100408","12","43824"
"T146819","18","124266"
"T188569","5","104306"
"T144565","7","42163"
"T041374","2","17495"
"T178720","4","90306"
"T147415","5","171940"
"N003705","19","85938"
"T097938","4","92006"
"T090148","2","177186"
"P003413","7","343638"
"N006260","6","42027"
"T113007","10","68813"
"T130678","3","44442"
"T069568","25","42683"
"N026163","14","42353"
"T121658","6","91297"
"N018608","5","14738"
"N007987","4","121382"
"T133708","2","44012"
"T030412","4","16559"
"T177583","13","22286"
"T146035","12","67081"
"T066159","3","17113"
"N050173","7","268436"
"T129027","3","29423"
"T078345","7","29539"
"N020982","3","66309"
"T058982","7","87359"
"T095977","2","17903"
"T066624","7","42175"
"T213497","7","266871"
"N019013","4","66288"
"T177669","15","43129"
"T108553","2","21477"
"N006811","2","120845"
"T160877","7","86489"
"N023377","10","22256"
"T116504","3","66275"
"T149360","3","86652"
"T072099","16","67988"
"T117623","4","67940"
"T079283","5","120881"
"T199376","2","29191"
"T002859","5","52808"
"T122410","9","65976"
"T095973","3","87145"
"T105454","2","30449"
"N019006","17","85844"
"N037541","8","21807"
"T135365","12","27534"
"T106541","2","10945"
"T089918","3","85919"
"T095244","3","58531"
"N034994","4","25051"
"T136891","4","22591"
"T102910","2","168597"
"W002925","6","66213"
"N005403","3","66579"
"T177290","5","7371"
"T154620","2","10513"
"T102217","2","10485"
"N015725","2","86691"
"T147415","4","171936"
"T123963","27","42695"
"P006031","11","179832"
"T132173","3","170224"
"T180973","2","88250"
"T122794","2","86393"
"T165875","3","58737"
"T125368","3","32014"
"T066623","7","42659"
"T098546","7","121191"
"T112420","4","21639"
"T138955","4","73547"
"N009341","2","16001"
"N004626","4","126304"
"T101515","3","1051575"
"T021817","6","65687"
"W036929","6","66708"
"T077044","6","65767"
"T144147","4","174573"
"N010808","8","44075"
"T110636","18","67832"
"T011452","2","77145"
"T153498","23","85989"
"T122356","3","76680"
"N003562","2","82461"
"T154285","3","1144784"
"T099893","3","42047"
"N002183","3","207660"
"T009972","4","47258"
"T147035","2","1054010"
"T120384","3","195157"
"T119505","3","86246"
"P002572","3","119525"
"N016941","7","285051"
"T186889","2","85821"
"T200747","8","116695"
"T138428","2","262484"
"T119122","5","66172"
"T073491","4","109849"
"T111233","5","22916"
"N020132","3","197852"
"T061467","4","30253"
"T071213","3","17375"
"T097133","6","65702"
"T036569","17","93390"
"T135777","3","88426"
"T135771","5","87477"
"T177160","4","88540"
"T131649","4","70009"
"T127786","3","207646"
"T130263","2","66346"
"T129173","13","43142"
"P002028","5","511753"
"T144962","3","30645"
"T145593","3","71384"
"T163859","4","66172"
"N012562","7","65944"
"T178720","2","89021"
"T107760","2","466585"
"T069876","5","66595"
"N011494","2","10549"
"T149360","6","89309"
"T133958","3","265247"
"T133960","2","286694"
"T027023","7","8139"
"T221183","3","269998"
"T082477","2","124024"
"T030440","8","42256"
"T117623","4","73851"
"T130837","4","66176"
"T117548","4","71944"
"T108629","9","30549"
"W003398","3","29924"
"T116429","3","20942"
"N008301","2","21463"
"T121848","2","17485"
"T080462","6","90829"
"T177839","16","43129"
"N005401","15","66341"
"W041643","2","122010"
"T213481","6","268436"
"N050172","6","266281"
"N045850","10","70313"
"T146564","6","119967"
"T170201","5","66554"
"T110673","2","291923"
"T143647","2","22544"
"T119887","4","68411"
"T110142","4","16513"
"T111119","2","67587"
"T082477","2","138608"
"T092975","8","29360"
"P002032","3","58653"
"T123917","4","90648"
"T125828","3","43470"
"T195770","3","77364"
"T104144","7","29563"
"T060036","7","48788"
"T178720","6","89234"
"T131072","3","22591"
"T100170","7","17538"
"T067471","3","33408"
"N018863","3","33471"
"T108299","3","92611"
"T100745","3","22339"
"T145679","2","29863"
"T084639","11","66329"
"T154644","8","66724"
"T101297","6","67725"
"N003705","4","98824"
"P002031","4","511723"
"T082477","2","179059"
"T119092","10","88647"
"N041763","2","21492"
"T213500","3","173953"
"N014289","4","41991"
"T116493","2","21675"
"T090531","2","71116"
"T180973","6","68391"
"T225696","19","66835"
"T076992","3","42352"
"N034735","2","17129"
"T116106","2","32130"
"T069569","12","66288"
"T096551","3","47614"
"T056601","5","123238"
"T000819","3","4420"
"N052538","6","171504"
"T136382","5","129302"
"T113111","13","43956"
"N012562","5","65934"
"N012562","10","73220"
"T058982","5","116847"
"T145322","8","58578"
"W021979","3","44640"
"T088372","5","67028"
"N033438","3","66079"
"T093149","3","10668"
"T170201","5","66488"
"T073413","3","68328"
"N016258","2","92129"
"T058712","6","62246"
"N005401","26","42784"
"T147304","11","83941"
"T153292","2","192190"
"T146040","15","67704"
"T076095","6","10532"
"N068873","3","281246"
"T070301","11","88475"
"T125095","3","47573"
"T213493","4","267634"
"N008950","4","67405"
"T147235","3","171456"
"T115828","4","31249"
"N012562","9","65950"
"T147103","2","46052"
"T108354","5","44327"
"T096541","3","48857"
"T112495","4","46410"
"T106170","6","61769"
"N002827","2","68714"
"P002032","2","58560"
"T097289","2","29329"
"T117548","5","66398"
"T043973","2","71694"
"N005401","2","66288"
"N003705","9","87410"
"T146710","6","75076"
"N003703","20","65791"
"N036818","3","7430"
"T116459","16","118339"
"W030208","2","16612"
"T084976","6","31345"
"P002032","2","57360"
"T175880","3","168667"
"T140606","3","131578"
"T162631","4","86924"
"T154477","3","51159"
"N052538","2","121975"
"T145210","4","262234"
"T038308","2","25987"
"T062912","3","10693"
"T147412","3","67124"
"T213508","5","266269"
"T066620","10","65804"
"T200934","4","277372"
"T128984","2","67504"
"N019006","13","65812"
"T135737","4","131978"
"T078347","6","29888"
"T132173","2","169765"
"T090453","5","360029"
"T208371","3","263852"
"T176314","10","70443"
"N004729","3","5472"
"T086695","4","67454"
"T070157","9","16590"
"N046452","2","4106"
"T130322","3","22591"
"T084639","4","66419"
"T143469","2","119509"
"T104232","2","4209"
"N035342","4","186007"
"T061563","3","71116"
"T119346","4","29413"
"T062244","2","99752"
"T106146","2","89374"
"T164241","5","139185"
"N002827","3","95616"
"N005404","38","66606"
"T145646","3","345374"
"T093272","3","43688"
"T085255","17","42725"
"T123963","12","66312"
"T063275","3","16424"
"T098569","2","87689"
"T099975","7","121191"
"T131263","4","30595"
"T055926","8","42438"
"N000090","2","67937"
"T108627","11","11739"
"T069568","4","66350"
"T124301","12","66312"
"T055461","3","30330"
"P006290","3","203300"
"T073695","3","10501"
"T148215","2","7578"
"N019013","8","66219"
"T167977","3","10634"
"T119092","7","86986"
"T096550","11","96130"
"N022025","8","84615"
"T145210","5","327841"
"T176314","5","66985"
"T215073","2","86122"
"T048412","4","20698"
"T132173","4","134371"
"N011171","24","66929"
"T084639","28","42736"
"N011171","19","69744"
"T106386","2","17757"
"T177414","2","89051"
"T092286","4","47529"
"T145647","4","186007"
"N045708","3","16921"
"T073150","2","29168"
"T137131","5","42039"
"T146092","6","72039"
"N071657","2","24573"
"T099975","5","120678"
"T147415","2","262686"
"T221404","2","7321"
"T138954","5","73943"
"N019196","2","44794"
"T069569","27","42695"
"T063346","3","42427"
"T069213","3","118252"
"N009008","6","92914"
"N003668","10","68987"
"T120608","3","17006"
"T138966","7","168970"
"T036567","33","95393"
