"metadata_ESTCID","Freq","TotalLength"
"N020874","2","42636"
"N010868","1","1048583"
"T177534","1","7606"
"T138157","1","473482"
"T121272","1","43103"
"N014193","1","77630"
"T073253","3","92806"
"N012817","21","42090"
"T098051","1","68849"
"T112539","1","21788"
"T115294","7","8333"
"T072780","1","63213"
"N003631","1","28571"
"T088417","1","117484"
"N012656","39","42047"
"T148725","2","71929"
"T011440","1","7739"
"T069150","1","31315"
"T111905","1","7301"
"T136295","1","89696"
"T093454","1","37746"
"T026901","1","32014"
"W031364","1","350967"
"T052099","1","15972"
"T037872","1","5584"
"T112993","1","742087"
"P002719","2","262257"
"T193384","1","13249"
"T078629","1","4160"
"T046583","2","65856"
"T029798","2","65857"
"T108556","4","16453"
"T155206","2","119997"
"T127630","1","16520"
"T143983","2","16428"
"T097747","3","193568"
"N002026","1","14671"
"T011226","1","26984"
"T066336","1","10517"
"T110300","2","73094"
"T215457","1","19099"
"T103032","1","10427"
"T109819","1","68755"
"N024851","1","16809"
"T180145","1","1064"
"T139478","3","413407"
"N022222","1","66676"
"T137932","4","344324"
"W031889","112","87131"
"W029665","3","44763"
"T109792","6","8333"
"T046581","3","65905"
"T049650","2","21449"
"T137947","3","346564"
"T048835","1","4228"
"T110794","1","66419"
"T038007","2","17459"
"T122066","3","86867"
"T110671","37","42130"
"W037190","1","9986"
"T146351","2","12151"
"T046584","2","65856"
"T175010","1","10525"
"P005964","5","118881"
"N027516","2","26915"
"W004816","3","65688"
"T065753","8","26311"
"T165249","1","29846"
"N053799","2","118688"
"T049652","2","16444"
"T155206","3","174335"
"T144784","1","65773"
"T116855","1","11462"
"N004370","2","49468"
"T085261","1","1073417"
"T198522","1","5536"
"T028426","1","7345"
"T021444","1","24950"
"T046576","2","65856"
"T009604","1","29958"
"T012447","3","7364"
"W037803","2","25699"
"N068871","1","332108"
"T073187","1","17478"
"T152604","1","60959"
"T170063","1","36488"
"T146350","1","177449"
"T109330","1","7309"
"T028234","2","33447"
"T094278","113","117455"
"W015751","1","86729"
"T155207","1","168548"
"T100128","1","11550"
"T134553","1","175806"
"T108901","3","28235"
"T166160","2","263737"
"T000550","1","8849"
"N052353","1","279791"
"T146819","2","124266"
"T112657","6","387554"
"T006210","2","10549"
"N023621","1","4216"
"T052085","1","42003"
"T145987","1","123619"
"T080380","1","17812"
"T102129","2","1876"
"T152906","1","2689"
"T078730","1","133975"
"T175302","3","11667"
"T130905","3","139352"
"T037165","3","21850"
"T147415","5","171940"
"T083386","1","7478"
"W019507","1","21491"
"T148090","1","49285"
"T098578","42","117203"
"T029704","1","20552"
"N024969","5","19383"
"T137960","1","350756"
"W028963","1","85885"
"T072018","1","10569"
"T089113","1","10613"
"T054399","1","119968"
"T154546","4","275789"
"T092613","1","38411"
"T048426","1","29195"
"T097901","8","414468"
"T154435","1","73637"
"W021329","1","66663"
"T052092","1","4180"
"T169968","7","8333"
"T055040","3","29370"
"T145242","1","39285"
"T138192","1","66738"
"T102253","1","73094"
"T121885","1","29187"
"T170916","3","65619"
"T052084","1","29211"
"T013039","1","17935"
"T058173","1","16963"
"N050173","1","268436"
"T137936","1","345098"
"T035081","2","10618"
"T191190","1","10485"
"T106498","1","17360"
"T143667","1","10566"
"T006292","3","17459"
"T155206","3","171324"
"W016437","1","85672"
"T145740","1","267781"
"T137949","3","344320"
"T145739","1","116631"
"N013682","1","7306"
"T083753","1","101925"
"T219066","2","4224"
"T028234","1","29345"
"T098578","18","37648"
"T108614","1","14646"
"W036398","2","85918"
"T089428","1","5441"
"T137944","1","266319"
"T161023","2","116675"
"N011217","2","42106"
"T084408","1","42192"
"T155206","2","173415"
"T140546","1","35134"
"T087852","1","67126"
"T166922","1","21839"
"T021447","1","19546"
"P002719","2","262257"
"T109905","7","12373"
"T117623","1","67940"
"T190392","2","16529"
"N046520","1","6211"
"P002509","5","118804"
"T161022","2","116690"
"T145739","1","167855"
"T144464","2","263828"
"T122410","1","65976"
"N046030","1","31705"
"T011348","1","7945"
"T108775","1","76544"
"T165226","1","11010"
"T121339","1","120738"
"N049552","57","65815"
"T012690","3","16553"
"T092109","1","172121"
"T102371","3","31912"
"W038434","1","22507"
"N014332","1","11550"
"P000142","4","170437"
"T089918","4","85919"
"N028116","1","23510"
"T097375","2","188733"
"T038430","2","11907"
"N011096","1","31958"
"T046579","2","65856"
"T146510","2","291515"
"N029095","15","15262"
"T102910","1","168597"
"W002925","4","66213"
"T140774","18","87390"
"N035342","1","345511"
"T154545","1","212876"
"T175008","1","13175"
"T223549","4","10647"
"T020372","1","2637"
"P002719","4","266379"
"P003137","17","121508"
"T045080","2","24026"
"T031251","1","16419"
"N015725","3","86691"
"T147415","2","171936"
"T161121","1","5432"
"T060499","1","6081"
"T090997","1","42412"
"T041511","1","44876"
"T117643","6","11323"
"N016052","30","186234"
"N018335","1","10664"
"N009324","1","45462"
"T147860","2","42929"
"T036100","7","7309"
"T052082","1","29199"
"T125368","1","32014"
"T048196","1","7345"
"T110239","1","10598"
"T181849","1","5417"
"N023590","1","5433"
"T044671","44","42007"
"T194420","7","22824"
"T060571","1","4136"
"T198540","3","33191"
"T057411","1","31094"
"T098548","1","65748"
"T102176","2","68338"
"N003810","1","5458"
"N003781","1","120491"
"T183073","1","655"
"T145402","1","12928"
"T133239","1","75339"
"T018413","1","17608"
"T145587","5","52914"
"T117849","1","69813"
"T147035","1","1054010"
"N012655","39","42106"
"N002970","2","25482"
"N022327","2","6541"
"P003454","1","119241"
"N033258","1","69713"
"T070674","1","13092"
"N020132","1","197852"
"T121786","15","118312"
"T100180","2","68511"
"T105262","1","85685"
"T064292","1","264084"
"T036569","2","93390"
"N014275","1","45283"
"T130734","1","44805"
"T051472","1","48717"
"T101090","2","44428"
"T055932","2","70075"
"T008465","2","19114"
"N047222","1","1337"
"T147415","1","168297"
"N020106","3","30685"
"T087675","1","22812"
"N010588","2","29507"
"T107760","1","466381"
"T022274","1","10712"
"W023285","1","202908"
"T050176","1","9967"
"T126275","4","201568"
"T137956","2","347914"
"T108581","1","21741"
"T107760","1","466585"
"N007100","2","10525"
"T124059","2","10549"
"N016626","3","31466"
"T080528","1","87442"
"N006482","5","94497"
"T147415","13","168634"
"T147415","6","171032"
"N032742","2","7337"
"T176344","1","175213"
"T134255","2","39653"
"T206505","1","24696"
"W028808","2","7549"
"T108180","1","34858"
"T011106","1","16837"
"T075822","1","69065"
"T153298","1","265685"
"T102140","2","9532"
"T054599","1","256477"
"T083824","1","16682"
"N008403","1","38399"
"N047230","3","349879"
"T096117","1","43921"
"T088253","1","7345"
"T108726","1","117104"
"N005626","2","31076"
"P002719","2","266401"
"T053040","1","18763"
"N016531","2","25973"
"N017463","1","9145"
"T146448","2","63383"
"N019124","3","2661"
"N000660","2","65856"
"P002377","1","9265"
"T072193","2","88981"
"T147414","1","171439"
"T139685","1","13586"
"T084409","1","42278"
"T155124","1","21491"
"T221183","3","269998"
"T130891","3","66134"
"T052083","1","29187"
"W007100","1","182438"
"T147415","8","175131"
"T154544","1","264856"
"T006506","2","16787"
"N000248","1","6799"
"T176349","1","85667"
"T087676","1","22812"
"T052080","1","29171"
"T108927","7","7325"
"T103885","1","17452"
"T100637","1","167836"
"T022050","2","27448"
"T121929","1","92648"
"T083356","2","17174"
"T097125","1","12584"
"N002373","2","42353"
"T044628","1","36492"
"T140885","2","282574"
"T165879","1","721262"
"W005416","5","66354"
"T033674","1","47649"
"T020426","2","4177"
"T147414","2","264042"
"T130260","1","53063"
"T013040","2","16450"
"N048715","1","7321"
"T043733","1","17818"
"T035536","4","43869"
"N035233","3","30266"
"T001094","1","76620"
"T108793","1","16571"
"T042863","1","30969"
"N048331","2","65856"
"T012446","1","1341"
"N021192","1","16657"
"W041643","2","122010"
"T110248","1","17167"
"T125828","1","44251"
"T187080","3","8370"
"T213481","1","268436"
"T041510","1","44300"
"T004736","2","19307"
"T123876","1","70855"
"T081785","2","44642"
"T123870","3","200036"
"T096595","6","19125"
"T110673","7","291923"
"N006856","1","16497"
"T129570","1","38399"
"T043972","2","17834"
"T046580","2","65856"
"T069389","1","5389"
"T046585","2","65856"
"T151870","2","30879"
"T006273","1","10549"
"T056903","1","5413"
"T031481","1","5432"
"T065753","38","29863"
"T176609","1","4337"
"T048170","2","16448"
"T082134","1","10648"
"T006007","1","24590"
"T105290","2","66628"
"T136618","2","70053"
"N025958","7","10525"
"T046578","2","65856"
"W028722","1","11169"
"N027642","1","4176"
"T112901","1","121495"
"N041793","7","1049165"
"T137954","1","346620"
"T110731","1","7981"
"N000234","1","41990"
"N015714","1","19546"
"T073043","2","7345"
"T033133","2","1189"
"N003211","1","10622"
"T105290","10","66628"
"W021061","1","16772"
"N000026","8","16424"
"T145334","2","10618"
"W014028","1","117455"
"T113371","2","272864"
"T086829","3","178504"
"T017549","3","32469"
"T085073","1","38388"
"T155206","1","46444"
"T135609","1","40198"
"N003764","2","16517"
"T108299","1","92611"
"T069974","2","21876"
"T088745","6","19111"
"T219026","11","21486"
"T009694","2","16448"
"T146704","2","10884"
"T155206","3","171264"
"T083965","1","117441"
"T130682","1","120573"
"T146575","4","384460"
"T088744","5","20580"
"T147415","5","178332"
"T018291","5","122852"
"T037873","2","5558"
"P002031","1","511723"
"T117845","2","1084390"
"T048201","1","10863"
"T132173","1","118445"
"W021526","3","25129"
"N003734","1","7352"
"N010960","1","46217"
"T034965","1","31888"
"T080526","1","87399"
"T090024","2","41515"
"T066857","1","20528"
"T095674","1","43468"
"T000575","1","65713"
"T113120","1","176390"
"T044829","2","4160"
"T125368","1","46342"
"T140542","1","33494"
"T123105","1","70678"
"T066501","1","31188"
"N026816","2","2637"
"W031464","13","86342"
"T031634","5","27063"
"T231457","1","19186"
"T088746","6","19382"
"T048198","1","7863"
"T154544","2","180979"
"T121305","1","16691"
"T110546","1","4156"
"T005371","1","10669"
"N052538","2","171504"
"N012883","2","22050"
"T046549","1","11094"
"T112869","2","112079"
"T038192","1","7394"
"T138178","1","18105"
"T051985","1","168008"
"T088094","1","7345"
"T139047","1","5420"
"T085409","1","86138"
"T180016","1","7364"
"T135435","1","87137"
"N019298","1","5834"
"T181137","1","65763"
"T048780","2","10905"
"T102852","1","5577"
"T099564","1","46681"
"T144725","1","175726"
"T066124","2","96451"
"T130905","3","116053"
"T004806","1","31969"
"T108605","1","22505"
"N009778","2","69700"
"T072014","31","65753"
"T071057","1","16412"
"T029186","1","24111"
"N016210","1","10485"
"N025053","1","4152"
"N029432","1","5413"
"T121734","1","15773"
"W027985","4","95135"
"T111612","1","7321"
"T137945","1","263555"
"N045656","1","10680"
"W017072","1","4545"
"T168326","1","17391"
"T137951","3","349242"
"T029331","1","16496"
"T046842","1","21562"
"N024929","1","16428"
"T130682","1","173735"
"T004876","3","10844"
"T170131","38","42170"
"P002344","2","118104"
"T117548","1","87235"
"T038203","1","16748"
"T093951","1","23227"
"N013315","42","42120"
"T004775","1","29191"
"T147414","19","263616"
"T155206","1","169199"
"N023520","2","7325"
"T137955","2","347873"
"T095368","5","70168"
"T125095","1","47573"
"T053818","2","16415"
"N031274","1","168436"
"T031785","1","31018"
"T127636","9","265140"
"T154546","10","287964"
"T121547","1","69928"
"T115036","3","20860"
"T061581","1","47387"
"T144403","1","2771"
"T130905","7","127849"
"T113578","1","170493"
"T109345","1","87219"
"T155208","1","46444"
"T144725","1","212531"
"T117677","6","10541"
"T110062","3","21646"
"T004781","1","29696"
"T061705","1","29545"
"W027515","1","123857"
"T147103","3","46052"
"T167113","3","16438"
"T107636","4","201598"
"W027272","2","31944"
"T108789","1","12035"
"T072532","1","47307"
"T106170","1","61769"
"N024968","5","19382"
"T046617","1","120931"
"W029434","1","16548"
"T097289","3","29329"
"T147414","6","118402"
"T108582","2","30879"
"T061074","2","5389"
"W019508","2","16634"
"T109886","2","67678"
"T135160","1","29167"
"W020416","2","7574"
"T020374","1","4470"
"T138713","1","17926"
"T031576","1","16448"
"T146710","1","75076"
"T109092","1","10876"
"T152897","1","4343"
"N024970","6","21869"
"T034799","1","10525"
"T090736","1","2677"
"N011467","1","7309"
"T057185","8","4171"
"T175880","1","168667"
"T021958","1","36538"
"T108845","1","12016"
"T093932","1","16448"
"W002481","6","12931"
"T090025","2","48088"
"P000142","1","172234"
"T038387","1","18237"
"T082782","2","17374"
"T183326","1","5349"
"T071489","2","5722"
"T201973","1","124856"
"T179969","1","4160"
"T147415","10","86267"
"T109017","1","66818"
"T093387","1","346615"
"T112638","5","87043"
"N011626","1","4763"
"T098578","4","86773"
"T112723","2","88183"
"T131798","2","22996"
"T075821","1","70087"
"T127021","1","170780"
"T117069","1","8828"
"T052975","1","17068"
"T056893","1","7364"
"T161071","1","17105"
"T070490","1","65819"
"N008606","1","21464"
"T075282","1","25030"
"N000480","1","5413"
"T002269","1","655"
"T090689","8","24754"
"N004141","7","7321"
"W015748","1","87087"
"N045936","1","1401"
"T127328","1","121191"
"T129855","3","4201"
"T084216","1","116474"
"T111002","1","15970"
"T208371","1","263852"
"W026156","1","16720"
"T154541","2","171316"
"T031499","1","16424"
"T032671","1","17201"
"W031464","1","118113"
"T143469","1","119509"
"T160331","1","66469"
