"metadata_ESTCID","Freq","TotalLength"
"T138709","4","1411984"
"T071029","2","70743"
"N033392","2","49823"
"T022181","4","126675"
"T145499","2","48336"
"T061545","2","16813"
"T136238","2","1377131"
"N069122","2","266949"
"T046583","2","65856"
"T029798","2","65857"
"N001797","2","19330"
"N032245","2","24038"
"T137131","2","76118"
"T136233","2","1377050"
"T144101","2","67257"
"T139449","2","168073"
"N002484","2","102938"
"T046581","2","65905"
"T046584","2","65856"
"N019018","2","66235"
"T092645","2","65664"
"T046576","2","65856"
"T108418","2","33310"
"N060472","2","272194"
"N027015","2","42559"
"N008950","2","58668"
"N050173","4","268436"
"T078345","2","29539"
"T108584","2","69155"
"T115828","2","41955"
"W036398","2","85918"
"W028790","2","4136"
"T002859","2","52808"
"N001803","2","36858"
"T154239","6","31846"
"T046579","2","65856"
"T154542","2","172488"
"N005403","2","66579"
"T090790","2","16547"
"N033061","2","48360"
"N025265","2","4136"
"T139449","2","88319"
"T088417","2","129903"
"N003781","2","120491"
"T131949","2","86453"
"T200747","2","116695"
"T119363","2","117701"
"T061467","2","30253"
"N025860","6","67587"
"T121092","2","68432"
"T143304","2","94967"
"T073302","4","30158"
"N028168","2","43464"
"T096117","2","43921"
"N000660","2","65856"
"T147520","2","88436"
"T221183","2","269998"
"T137422","2","91835"
"N024323","2","38081"
"T135976","6","302136"
"T086923","2","29127"
"T069569","2","66554"
"T147414","2","264042"
"T098534","2","66391"
"T096597","2","22393"
"N048331","2","65856"
"T213481","4","268436"
"T200312","2","86365"
"T170201","2","66554"
"T046580","2","65856"
"T046585","2","65856"
"T073102","2","16562"
"T105290","2","66628"
"T046578","2","65856"
"T094012","2","10632"
"T136487","2","65905"
"T104144","2","29563"
"T082477","2","121422"
"N001822","2","5555"
"T119092","2","88647"
"N021568","2","16966"
"T144419","4","280250"
"T084928","4","47903"
"T150007","2","23923"
"T096551","2","47614"
"T010568","2","120702"
"T136382","2","129302"
"N024356","2","4802"
"T221644","2","73219"
"N021567","2","16942"
"T058712","2","62246"
"T105694","2","42281"
"T069156","2","67777"
"T011778","2","44683"
"T070301","4","88475"
"N026163","2","43473"
"T089744","2","7361"
"T096541","2","48857"
"T147467","2","4638"
"T107662","14","70660"
"N006260","2","76130"
"W030208","2","16612"
"T135737","2","131978"
"T078347","2","29888"
"P002248","2","342607"
"T092257","2","46773"
"T177799","2","4802"
"T132219","2","69217"
"T084639","2","66419"
"T136232","2","1377038"
"N035342","6","186007"
"T119346","2","29413"
"T106146","2","89374"
"T135951","2","27122"
"T022604","2","1339"
"T001041","2","7218"
"T069568","2","66350"
"T066330","2","16912"
"T168076","2","22417"
"N019013","2","66219"
"T038775","2","16471"
"T153661","2","4456"
"T145647","4","186007"
"T046575","2","65856"
"T134650","2","87563"
"T142020","2","22417"
"T147520","2","168004"
"T185989","2","65832"
"T096829","2","66841"
"T069213","4","118252"
"N052193","2","185772"
"T077924","2","68704"
"N015202","2","173366"
"T101902","2","88301"
"N022052","2","122193"
"N010531","2","1142270"
"T076205","14","66333"
"T064481","2","273133"
"T167536","2","342475"
"T167561","2","186227"
"T160065","2","133175"
"T121677","2","120009"
"T121677","2","90444"
"T151984","2","90213"
"T167650","2","175957"
"T096527","2","59715"
"N002106","14","66167"
"T106655","2","116588"
"T133334","4","797961"
"T048432","2","86666"
"T146027","2","116838"
"T072764","2","167944"
"T066146","2","170250"
"T078959","2","102511"
"T094798","2","86361"
"T084142","2","71656"
"T149821","2","65732"
"T128882","2","10613"
"N017990","2","151297"
"T105262","2","65604"
"T167561","2","194340"
"T075668","2","85781"
"T110581","4","42945"
"T096525","2","92998"
"T128033","2","86661"
"T118928","4","67763"
"T078963","2","127252"
"T063907","2","122361"
"N018633","4","86416"
"T082471","2","120311"
"T087009","2","66914"
"T017164","2","121322"
"T089448","2","42051"
"T145521","2","65732"
"T077047","4","118245"
"T147035","2","1371843"
"T118939","2","85664"
"T145497","2","50352"
"N066478","2","71185"
"T100501","2","68989"
"T139124","2","44414"
"N025860","2","69932"
"T096549","2","48869"
"T092087","2","68800"
"T033847","2","71658"
"N007182","2","16489"
"N013409","2","10786"
"T191234","2","82274"
"T123963","2","66330"
"T131033","2","76456"
"T101913","2","86049"
"T096592","2","67813"
"N022126","4","52766"
"T093204","4","7309"
"T046582","2","65856"
"T099202","2","117118"
"W003074","2","7469"
"T141294","2","48881"
"T175118","2","17478"
"T046573","2","65856"
"T113015","2","68505"
"N037863","2","17308"
"T181137","2","67590"
"T046574","2","65905"
"N019016","2","66195"
"T132173","2","172466"
"T101011","2","33302"
"P002032","2","58499"
"N025664","2","42293"
"T144855","2","171908"
"T063347","2","5432"
"T107463","2","42088"
"T118768","2","53392"
"T046577","2","65856"
"T078621","2","7373"
"T002846","2","4792"
"T144855","2","169881"
"T124301","2","66373"
"T136464","2","42094"
"T096591","2","67813"
"T147414","4","264939"
"T140011","10","52654"
"T171115","2","17298"
"T114002","2","1369868"
"T146110","2","65797"
"T039121","2","72946"
"T110695","6","184387"
"T100969","4","61539"
"T090076","2","68538"
"T048431","2","82072"
"T072056","2","48617"
"T129675","2","94977"
"T088108","2","466151"
"T146056","2","87824"
"T078961","2","157105"
"T163485","2","116848"
"T089160","4","67832"
"T121618","2","116659"
"N020640","2","86304"
"T083681","8","180371"
"T036369","2","87776"
"T139618","4","16452"
"N010985","2","67459"
"T065970","2","44478"
"T083681","4","129582"
"T063903","2","124723"
"T071143","2","116652"
"T139203","2","40533"
"T102749","2","49769"
"T134649","2","87875"
"T136508","2","49621"
"T136378","2","121059"
"T075686","2","86595"
"T077047","6","169363"
"N008499","2","117503"
"T094798","2","118026"
"T083927","2","44264"
"T094802","2","86100"
"T082476","2","90360"
"T025980","2","68150"
"N031902","4","85751"
"T083251","2","87814"
"N020640","2","117683"
"T099924","2","286072"
"N066478","6","68391"
"T121503","2","32023"
"T147006","2","122865"
"T154475","2","48371"
"T060417","8","178860"
"T088418","2","168937"
"T139794","6","85645"
"T100502","2","22179"
"T073301","4","22087"
"N014741","2","32023"
"T126263","2","96668"
"T030442","2","3669"
"T145446","2","118080"
"T078981","2","132995"
"T130908","2","67486"
"T036370","2","119874"
"T087978","2","1048596"
"T127765","2","42655"
"T213326","2","277295"
"T085493","6","22347"
"T078982","2","116623"
"T154310","2","102651"
"T213356","2","274192"
"T063904","2","156221"
"T109466","2","118054"
"T064482","2","128479"
"T083681","4","178932"
"T213468","2","278251"
"T092689","2","67832"
"T145358","2","1217091"
"T114755","2","66645"
"T199797","2","116782"
"T002893","2","117190"
"T120625","2","85825"
"N031902","2","85865"
"T071484","2","138015"
"T087883","2","16414"
"N018633","2","117293"
"T140292","2","21483"
"T130949","4","118191"
"T078983","2","116623"
"T087090","2","263857"
"T076206","16","86253"
"T194929","2","342656"
"T195053","2","344050"
"T033489","2","87447"
"T145357","2","1049750"
"T083926","2","42546"
"T082469","2","96818"
"T165539","2","31971"
"T088108","2","466241"
"T126193","2","41990"
"N007448","2","65638"
"T106230","2","103513"
"T130949","6","169195"
"T075668","4","85829"
"N009057","4","149695"
"T064484","2","128787"
"T102036","2","65727"
"T122632","4","118304"
"T142961","2","190168"
"N008500","2","119908"
"T121089","2","65991"
"T114218","2","122331"
"T134320","16","86350"
"T136378","2","172626"
"T111489","2","466628"
"N007595","2","148536"
"T087079","2","169014"
"T136381","2","87484"
"T066307","2","44512"
"T144145","2","172227"
"N033055","2","148556"
"T072057","2","44512"
"T078966","2","76222"
"T004514","2","66448"
"T130743","2","116992"
"T172027","2","90810"
"T096526","2","138966"
"T120393","2","66837"
"T121172","2","118271"
"T138836","2","711882"
"T048430","2","86441"
"N021986","2","117666"
"T097895","6","1081264"
"T160972","2","178448"
"T075667","2","86718"
"T118087","2","85794"
"T167543","2","120151"
"T076207","14","66255"
"T117065","2","127813"
"T088108","2","466151"
"T111487","2","176239"
"N004594","2","72946"
"T125367","2","118031"
"T091569","2","124652"
"T124073","4","86841"
"T148503","2","133222"
"T077910","2","87056"
"T114399","2","65730"
"T097884","2","74198"
"T145165","2","262404"
"T121767","2","65626"
"P001788","2","117163"
"T136380","2","118615"
"T110200","2","67408"
"T167533","2","103328"
"T117864","2","40661"
"T094798","2","86251"
"T138037","2","174835"
"T077047","6","169172"
"T048433","2","133389"
"T118779","2","31321"
"T082472","2","120481"
"T137129","2","66285"
"N008498","2","169516"
"N017500","2","263363"
"T146479","2","67540"
"T106229","2","103703"
"T116399","2","86956"
"T094798","2","94900"
"T105291","2","81992"
"T142960","2","197636"
"T130949","6","169195"
"T118518","4","86661"
"T146987","2","68336"
"T078989","2","65650"
"T113945","2","117972"
"T114185","2","85909"
"T102251","2","118641"
"T065487","2","170941"
"T127048","2","172594"
"T030443","2","4808"
"T107384","2","116687"
"N029229","2","67679"
"T078969","2","148469"
"N029529","2","118557"
"T208209","2","17265"
"T146062","2","67921"
"T051608","2","169538"
"T106563","2","91759"
"T120079","2","66228"
"T088108","2","289781"
"T110696","4","186007"
"T120740","2","66535"
"T121677","2","89099"
"N021999","2","169209"
"T121714","4","159445"
"N014920","2","116841"
"T125367","2","118318"
"T121714","2","117664"
"T094663","2","29415"
"T126195","2","66510"
"T114188","2","133241"
