"metadata_ESTCID","Freq","TotalLength"
"T062889","1","34880"
"N020874","3","42636"
"T136134","1","18242"
"T090432","1","1095015"
"T018647","1","22754"
"T155104","3","170393"
"T138709","5","1411984"
"T059999","1","29496"
"T138157","6","466203"
"T139142","7","65856"
"T071580","4","159622"
"T127452","4","48262"
"P002656","1","16162"
"T118933","4","41716"
"T063962","1","21587"
"N040759","1","353175"
"T092283","1","43885"
"T144357","1","42797"
"T059997","1","29695"
"T101030","3","22892"
"T083999","2","75607"
"N005235","1","170143"
"T105507","2","168961"
"N030314","1","66151"
"T112716","1","47119"
"T124105","4","118464"
"T011210","28","179190"
"T208360","4","11351"
"T118975","1","34821"
"T112244","1","30468"
"T138158","3","466153"
"T071040","2","262920"
"N013974","10","89902"
"N036169","2","89610"
"T097409","1","22257"
"T114528","1","97449"
"T090432","2","1048604"
"T045786","9","88601"
"T090624","1","47211"
"T185748","1","2210"
"T138157","6","473482"
"T138158","7","473432"
"T150147","1","53244"
"T097966","1","66736"
"T147006","2","118519"
"T227205","3","2037"
"T208360","1","8054"
"T092213","3","189028"
"T101230","8","168767"
"T176873","7","17163"
"T053215","1","170088"
"T199543","1","16580"
"T150743","1","67884"
"T100609","12","70472"
"T105509","7","169279"
"T186114","1","45308"
"T121430","2","119051"
"T146100","2","107193"
"T155110","1","343239"
"T082728","4","26323"
"T147006","1","171531"
"N007737","1","68053"
"T062607","1","21483"
"T139141","5","69365"
"N019980","1","3042"
"T145830","4","31441"
"T100223","1","11325"
"T119601","1","7380"
"N002424","1","43258"
"N016586","1","30015"
"T110582","2","39527"
"P002572","25","262827"
"T121337","1","44577"
"N050716","1","183090"
"W032217","1","13611"
"T153759","11","263850"
"T121460","1","171926"
"T139117","1","47896"
"T097150","2","170826"
"P006021","1","117680"
"N015783","1","6817"
"T071386","2","86979"
"T101343","3","71550"
"T033051","1","17228"
"N001376","1","187603"
"N040759","1","354901"
"N025590","1","18513"
"N026411","7","31565"
"T135895","5","1129053"
"T146097","1","65903"
"T071581","5","159638"
"T039039","1","42259"
"P002656","2","123058"
"T150137","1","123654"
"T050629","1","6562"
"T088706","28","45358"
"T102373","2","3528"
"T099214","1","69752"
"N011120","1","118657"
"T081779","1","46602"
"T071366","9","26304"
"T050474","3","1060469"
"T144870","1","22427"
"T059733","6","681816"
"T084170","1","23927"
"N022972","1","69242"
"P002656","6","171550"
"T105087","1","70201"
"T139462","1","121529"
"T101029","4","42511"
"T059413","5","692423"
"T100185","1","119787"
"T083806","1","118504"
"T028863","1","16909"
"T032758","3","7345"
"T081047","1","87114"
"T111682","1","86272"
"T071040","1","272889"
"T139622","4","42902"
"T078767","1","16704"
"T146098","2","67724"
"T147006","2","120655"
"N002487","4","27690"
"N008422","1","114967"
"T153227","1","10904"
"T044504","4","29647"
"T065235","3","4308"
"N011120","1","123544"
"T117951","1","31990"
"T153315","1","2790"
"N021661","1","9320"
"T101028","6","42654"
"T044730","9","4591"
"T081254","1","53703"
"P003454","11","65996"
"T101231","8","43944"
"T130700","1","42981"
"T221242","1","53864"
"N012280","2","118837"
"T000937","1","17042"
"T127321","13","239379"
"N020874","3","3446"
"T108562","5","41737"
"T066849","1","8345"
"T147006","2","122380"
"T118657","4","31906"
"T063492","14","169385"
"T111954","1","6402"
"T113146","1","121585"
"T009965","1","22758"
"T059995","1","29496"
"T121783","2","169081"
"T063342","2","21301"
"T112258","5","22655"
"N024076","2","28629"
"T121704","1","345610"
"T110923","46","466823"
